5000 10000
67 224 90.87
190 225 95.14
1 226 42.70
35 227 70.06
153 228 62.33
213 229 42.70
129 230 42.10
219 231 64.11
12 232 79.04
152 233 25.11
0 234 26.40
102 235 48.30
138 236 40.06
219 237 5.69
160 238 57.10
79 239 18.17
222 240 63.36
65 241 97.91
191 242 97.16
24 243 62.23
208 244 79.39
41 245 58.48
154 246 78.80
31 247 29.00
6 248 15.72
112 249 14.75
109 250 42.65
208 251 59.73
237 252 34.88
148 253 65.85
101 254 50.25
224 255 38.94
112 256 95.32
180 257 18.68
83 258 4.82
90 259 51.98
9 260 83.83
209 261 4.70
72 262 32.04
242 263 20.46
130 264 84.82
85 265 86.88
38 266 95.26
65 267 9.18
23 268 11.03
31 269 21.11
34 270 57.04
238 271 72.90
32 272 94.90
110 273 44.84
133 274 70.48
171 275 81.93
130 276 6.27
172 277 16.94
40 278 18.33
244 279 83.07
182 280 69.62
255 281 29.62
144 282 16.57
16 283 94.01
230 284 11.82
9 285 85.88
106 286 73.18
60 287 20.21
82 288 49.35
187 289 66.80
230 290 59.87
45 291 73.14
206 292 34.37
35 293 2.46
102 294 25.49
243 295 53.86
104 296 54.49
47 297 58.98
184 298 20.26
56 299 95.64
41 300 67.12
261 301 97.93
225 302 40.29
1 303 8.38
128 304 81.20
214 305 8.46
216 306 22.92
146 307 6.21
215 308 69.68
133 309 8.00
219 310 91.20
195 311 88.27
177 312 43.33
9 313 15.73
282 314 99.24
55 315 92.68
209 316 91.90
276 317 6.65
110 318 8.76
16 319 20.83
282 320 87.22
256 321 30.02
114 322 8.89
147 323 65.44
318 324 41.90
299 325 71.73
78 326 33.30
201 327 77.78
48 328 7.24
16 329 38.22
82 330 3.88
295 331 71.83
77 332 21.51
98 333 26.97
83 334 90.52
179 335 18.22
66 336 74.09
96 337 86.88
16 338 81.47
158 339 59.54
63 340 24.76
84 341 55.47
294 342 90.27
166 343 32.69
287 344 25.75
287 345 2.98
320 346 99.81
343 347 23.41
260 348 51.30
193 349 49.58
102 350 95.18
180 351 19.55
192 352 14.04
268 353 51.24
104 354 57.76
346 355 17.89
338 356 41.06
134 357 38.58
191 358 5.60
269 359 27.84
215 360 40.19
300 361 57.99
59 362 3.64
100 363 60.32
91 364 29.79
338 365 94.75
170 366 75.70
166 367 93.24
106 368 19.74
32 369 83.26
290 370 54.27
195 371 58.02
30 372 72.51
32 373 25.66
40 374 65.88
233 375 7.46
246 376 81.32
102 377 45.07
216 378 44.86
312 379 37.90
229 380 14.29
130 381 97.61
73 382 45.97
266 383 77.73
43 384 35.33
10 385 41.21
108 386 61.14
308 387 82.92
362 388 93.84
209 389 10.76
306 390 60.08
319 391 64.80
289 392 80.68
89 393 25.37
89 394 14.26
167 395 98.17
226 396 93.93
255 397 16.55
6 398 86.63
177 399 4.60
167 400 54.27
386 401 10.55
259 402 43.05
217 403 48.06
138 404 1.04
147 405 95.62
153 406 74.04
230 407 1.52
367 408 69.29
172 409 79.25
329 410 87.16
201 411 10.10
119 412 73.20
390 413 20.98
48 414 18.93
35 415 80.78
295 416 68.40
78 417 86.62
124 418 82.79
145 419 47.34
68 420 91.50
183 421 42.96
92 422 3.37
174 423 20.26
326 424 68.37
325 425 54.20
4 426 75.93
369 427 36.63
392 428 87.95
27 429 8.97
272 430 80.20
259 431 78.09
123 432 79.08
111 433 59.04
36 434 98.39
0 435 44.71
93 436 48.33
159 437 55.43
434 438 30.15
345 439 22.35
232 440 73.21
119 441 53.06
17 442 38.85
326 443 97.28
285 444 45.30
424 445 32.69
300 446 94.00
300 447 73.09
250 448 74.48
315 449 34.94
360 450 37.51
178 451 62.75
327 452 65.32
228 453 35.54
100 454 91.88
361 455 91.99
204 456 32.43
207 457 14.24
445 458 33.74
321 459 96.09
347 460 16.77
106 461 3.53
1 462 38.55
450 463 82.83
142 464 7.75
373 465 84.90
81 466 95.43
172 467 29.11
95 468 64.84
178 469 55.21
462 470 20.53
338 471 21.82
158 472 91.25
211 473 22.25
420 474 45.58
437 475 3.02
29 476 46.12
55 477 71.11
266 478 80.16
354 479 95.70
233 480 70.72
153 481 31.18
40 482 28.25
297 483 26.89
226 484 22.93
278 485 48.81
283 486 28.30
174 487 93.42
197 488 4.69
352 489 43.54
341 490 33.01
40 491 10.61
475 492 50.10
5 493 61.81
204 494 34.66
305 495 17.17
395 496 38.11
173 497 70.52
301 498 6.63
379 499 57.45
495 500 77.51
324 501 70.01
170 502 74.90
44 503 24.36
491 504 78.10
284 505 27.86
425 506 12.45
357 507 88.24
109 508 18.19
69 509 90.81
166 510 7.56
421 511 56.22
63 512 54.32
162 513 10.03
252 514 23.15
321 515 87.49
109 516 71.75
223 517 5.47
11 518 20.93
140 519 25.25
433 520 94.74
325 521 9.13
265 522 88.58
225 523 67.74
219 524 46.42
454 525 57.61
441 526 65.52
2 527 96.64
248 528 39.57
321 529 78.78
513 530 72.16
110 531 61.37
125 532 23.77
315 533 89.56
409 534 93.68
522 535 41.72
314 536 65.92
512 537 94.60
97 538 46.22
11 539 60.27
440 540 20.88
35 541 44.62
539 542 30.72
84 543 5.23
223 544 46.93
396 545 31.00
124 546 49.28
161 547 62.00
422 548 57.22
470 549 15.75
494 550 65.37
95 551 39.31
495 552 6.32
203 553 84.79
193 554 95.25
372 555 43.18
437 556 61.95
134 557 1.53
99 558 28.06
215 559 60.95
559 560 87.76
130 561 92.08
221 562 82.33
121 563 9.08
550 564 5.64
176 565 89.44
391 566 79.29
350 567 1.31
33 568 61.67
342 569 36.15
545 570 30.16
547 571 72.05
195 572 65.13
479 573 82.77
374 574 77.33
366 575 66.19
67 576 34.67
355 577 2.12
107 578 12.35
141 579 55.54
231 580 33.04
323 581 86.00
518 582 72.74
555 583 95.94
583 584 71.40
487 585 90.32
151 586 10.42
39 587 91.67
7 588 34.94
44 589 66.75
402 590 18.16
526 591 76.35
53 592 90.20
587 593 67.82
477 594 86.68
256 595 18.54
345 596 67.35
263 597 31.05
393 598 89.85
95 599 73.50
98 600 58.08
43 601 61.82
315 602 26.19
145 603 42.06
222 604 27.93
480 605 71.40
570 606 40.75
414 607 95.91
335 608 25.23
155 609 32.50
356 610 86.10
180 611 30.63
463 612 53.59
501 613 92.54
598 614 86.68
268 615 4.71
421 616 29.86
446 617 12.26
264 618 19.02
445 619 15.18
433 620 61.13
76 621 90.03
84 622 33.33
227 623 31.83
311 624 49.68
68 625 68.47
188 626 13.39
386 627 88.22
320 628 58.79
376 629 9.43
494 630 46.81
264 631 89.22
504 632 77.66
155 633 30.72
312 634 53.81
136 635 41.64
300 636 30.48
359 637 15.83
336 638 17.61
586 639 20.37
403 640 10.00
550 641 2.06
521 642 85.95
233 643 87.36
165 644 70.05
48 645 89.21
42 646 8.92
399 647 91.52
463 648 78.92
571 649 81.27
379 650 66.14
360 651 46.67
519 652 53.57
638 653 58.42
467 654 8.16
38 655 36.47
151 656 65.63
557 657 38.54
34 658 26.82
320 659 95.33
562 660 21.68
49 661 12.72
201 662 62.97
618 663 15.19
101 664 25.48
312 665 73.62
125 666 18.36
134 667 86.23
381 668 80.79
267 669 41.12
332 670 22.45
154 671 5.10
663 672 14.14
205 673 38.67
399 674 67.53
670 675 35.82
470 676 18.53
236 677 17.82
593 678 50.79
639 679 22.39
203 680 27.47
313 681 65.89
298 682 15.29
374 683 15.77
450 684 95.78
355 685 83.03
663 686 32.49
190 687 5.31
482 688 29.77
19 689 84.58
500 690 75.97
622 691 84.52
193 692 66.95
443 693 74.00
567 694 33.35
420 695 92.02
367 696 90.38
645 697 4.65
115 698 10.04
132 699 99.75
673 700 74.31
406 701 23.04
341 702 69.91
127 703 51.43
260 704 69.32
364 705 94.98
13 706 55.42
583 707 38.79
189 708 80.83
536 709 39.11
635 710 8.16
41 711 73.00
415 712 88.04
119 713 3.22
156 714 95.06
446 715 2.90
325 716 84.75
141 717 75.16
180 718 51.30
713 719 53.33
445 720 61.60
247 721 64.91
246 722 27.80
703 723 38.38
247 724 15.48
431 725 21.82
89 726 7.63
147 727 20.18
12 728 70.46
573 729 91.76
41 730 24.37
580 731 34.88
476 732 18.60
624 733 62.78
631 734 35.62
208 735 88.52
477 736 63.41
155 737 13.23
144 738 56.13
492 739 97.85
521 740 27.11
625 741 92.24
710 742 13.49
699 743 28.42
640 744 33.83
389 745 48.46
251 746 13.83
178 747 65.32
705 748 91.37
683 749 99.34
521 750 43.20
557 751 23.22
453 752 41.29
257 753 95.84
37 754 85.07
247 755 67.02
533 756 13.36
245 757 44.92
209 758 70.68
174 759 8.79
284 760 91.51
71 761 60.71
50 762 38.59
552 763 35.78
250 764 53.13
243 765 55.96
133 766 22.97
407 767 1.95
283 768 13.63
608 769 59.68
32 770 90.47
691 771 9.88
534 772 84.95
429 773 28.68
610 774 26.15
631 775 59.14
174 776 91.72
241 777 22.00
556 778 44.88
238 779 59.28
404 780 90.89
657 781 92.33
287 782 92.42
684 783 76.12
371 784 90.07
486 785 3.75
554 786 61.49
177 787 83.37
370 788 65.44
90 789 2.08
46 790 47.51
770 791 8.25
175 792 79.07
706 793 68.55
306 794 85.03
246 795 20.95
713 796 42.07
320 797 88.78
317 798 6.57
34 799 39.54
317 800 99.69
788 801 76.17
781 802 53.93
461 803 7.63
137 804 70.58
686 805 9.95
725 806 67.92
526 807 56.33
459 808 45.45
284 809 69.94
718 810 51.72
265 811 6.39
425 812 3.18
177 813 27.28
283 814 59.06
537 815 4.39
330 816 8.12
637 817 19.94
240 818 39.10
68 819 79.41
456 820 34.27
446 821 26.78
100 822 5.56
159 823 48.18
657 824 7.00
20 825 79.48
227 826 8.01
201 827 50.52
333 828 79.03
689 829 17.95
750 830 42.63
608 831 95.85
478 832 99.90
375 833 10.79
678 834 41.36
336 835 47.69
759 836 77.57
203 837 75.81
384 838 55.59
305 839 32.14
461 840 41.10
173 841 19.32
743 842 95.49
452 843 57.30
788 844 45.63
524 845 12.62
66 846 94.58
641 847 37.01
352 848 23.26
250 849 33.49
287 850 36.00
632 851 38.24
201 852 53.65
413 853 94.70
100 854 37.04
634 855 69.83
830 856 37.46
553 857 25.25
170 858 56.97
189 859 7.47
567 860 55.80
311 861 88.86
294 862 26.56
90 863 44.87
731 864 71.67
268 865 12.44
155 866 57.53
640 867 20.24
134 868 62.73
755 869 19.41
568 870 40.79
639 871 75.92
140 872 76.37
363 873 10.19
581 874 81.72
222 875 34.96
373 876 34.74
111 877 86.90
221 878 48.69
272 879 9.11
545 880 9.12
470 881 27.03
208 882 69.23
120 883 75.82
471 884 60.22
329 885 30.74
252 886 82.45
490 887 77.25
707 888 6.82
42 889 91.18
575 890 3.09
864 891 25.06
882 892 48.95
860 893 96.13
336 894 42.72
846 895 17.00
872 896 24.79
869 897 16.48
198 898 88.31
92 899 24.99
282 900 85.52
740 901 48.54
483 902 60.40
794 903 26.80
379 904 12.23
656 905 53.76
603 906 43.11
597 907 50.15
581 908 88.77
485 909 87.71
402 910 50.52
40 911 81.33
100 912 46.74
642 913 67.33
5 914 88.11
703 915 82.59
878 916 46.07
334 917 41.60
453 918 55.92
410 919 71.68
475 920 84.37
642 921 80.47
44 922 3.27
296 923 18.55
206 924 75.90
703 925 22.53
859 926 9.96
79 927 99.73
870 928 99.68
697 929 89.76
612 930 58.39
443 931 61.41
618 932 3.48
608 933 9.92
545 934 69.40
640 935 25.56
499 936 6.05
782 937 80.26
2 938 35.65
261 939 98.36
176 940 4.06
850 941 36.97
373 942 23.76
635 943 67.73
377 944 3.75
522 945 11.21
283 946 29.84
814 947 64.60
856 948 73.62
126 949 89.73
893 950 54.13
867 951 95.79
124 952 20.32
495 953 66.50
295 954 73.85
186 955 65.52
18 956 84.75
535 957 88.93
925 958 38.19
22 959 30.93
471 960 14.14
871 961 2.09
407 962 12.77
311 963 74.31
819 964 39.21
315 965 28.41
237 966 78.32
575 967 51.52
562 968 99.26
718 969 52.61
175 970 81.87
512 971 50.02
514 972 19.63
471 973 74.12
952 974 94.61
203 975 96.77
482 976 45.20
507 977 50.74
846 978 63.55
535 979 42.36
322 980 88.09
470 981 94.10
66 982 92.99
543 983 64.05
327 984 62.64
65 985 65.36
889 986 33.81
239 987 11.13
815 988 53.34
224 989 9.26
381 990 88.31
258 991 55.70
707 992 3.89
729 993 89.48
498 994 30.49
434 995 68.20
526 996 1.63
191 997 83.99
571 998 7.92
646 999 85.86
96 1000 63.71
36 1001 14.08
928 1002 65.60
529 1003 48.96
302 1004 8.46
958 1005 65.89
925 1006 62.25
685 1007 29.28
994 1008 27.04
708 1009 31.58
59 1010 49.61
42 1011 74.11
872 1012 61.08
806 1013 43.85
379 1014 6.14
265 1015 37.57
180 1016 79.92
257 1017 65.36
18 1018 73.85
771 1019 63.46
114 1020 70.54
250 1021 77.09
395 1022 49.94
323 1023 96.94
276 1024 24.13
714 1025 32.51
590 1026 27.30
57 1027 22.97
508 1028 63.71
413 1029 55.39
859 1030 94.52
571 1031 37.70
921 1032 42.60
988 1033 19.97
294 1034 16.39
705 1035 96.77
398 1036 11.78
73 1037 18.72
793 1038 79.22
1006 1039 36.70
1034 1040 43.19
214 1041 75.08
575 1042 73.82
992 1043 56.87
723 1044 62.87
298 1045 6.38
948 1046 4.22
260 1047 31.84
744 1048 45.15
206 1049 61.28
396 1050 33.23
548 1051 46.46
352 1052 31.91
916 1053 4.73
607 1054 78.84
762 1055 13.48
381 1056 8.63
927 1057 90.52
414 1058 84.62
1052 1059 18.98
52 1060 58.66
44 1061 4.89
681 1062 66.45
712 1063 7.70
417 1064 85.53
771 1065 71.12
776 1066 26.03
858 1067 61.77
98 1068 80.76
629 1069 67.07
610 1070 5.92
344 1071 80.63
78 1072 67.11
1031 1073 94.00
484 1074 18.54
294 1075 98.22
393 1076 36.34
895 1077 38.08
95 1078 37.83
218 1079 13.38
511 1080 12.75
127 1081 41.12
53 1082 1.08
263 1083 93.72
848 1084 67.38
667 1085 40.45
634 1086 40.33
528 1087 84.85
490 1088 91.23
315 1089 58.17
703 1090 90.83
355 1091 84.97
20 1092 58.50
774 1093 28.96
220 1094 66.83
1007 1095 18.70
741 1096 24.83
25 1097 16.37
227 1098 60.70
472 1099 5.75
517 1100 69.88
180 1101 99.38
167 1102 65.28
735 1103 16.66
187 1104 63.07
232 1105 65.28
683 1106 30.23
139 1107 80.07
898 1108 72.31
1076 1109 83.07
156 1110 49.36
535 1111 17.72
335 1112 59.58
570 1113 97.10
551 1114 42.18
60 1115 47.36
757 1116 47.06
831 1117 21.27
748 1118 30.96
912 1119 67.85
646 1120 10.76
785 1121 46.94
658 1122 82.39
461 1123 27.72
98 1124 35.03
195 1125 92.84
351 1126 11.55
468 1127 56.57
600 1128 42.65
789 1129 89.40
765 1130 55.54
821 1131 94.89
815 1132 82.49
406 1133 13.93
1078 1134 52.08
402 1135 6.50
69 1136 13.91
977 1137 1.83
1003 1138 78.44
175 1139 49.99
141 1140 38.33
930 1141 95.85
579 1142 52.39
842 1143 19.01
512 1144 6.10
269 1145 77.88
1077 1146 44.17
1104 1147 62.23
327 1148 87.92
1118 1149 39.12
196 1150 55.94
315 1151 1.85
679 1152 96.05
1004 1153 64.14
417 1154 30.22
317 1155 86.95
518 1156 55.96
564 1157 16.43
906 1158 35.21
128 1159 2.40
196 1160 41.85
13 1161 99.94
651 1162 52.04
964 1163 11.69
264 1164 37.33
419 1165 78.97
353 1166 93.43
1165 1167 61.11
825 1168 81.49
347 1169 63.96
321 1170 38.39
843 1171 78.26
451 1172 33.71
1127 1173 1.71
766 1174 28.13
416 1175 8.23
296 1176 81.38
1147 1177 54.00
984 1178 69.35
1099 1179 72.39
1169 1180 14.49
974 1181 97.95
569 1182 31.17
992 1183 96.40
1079 1184 83.31
757 1185 23.36
266 1186 11.27
634 1187 15.05
247 1188 94.30
691 1189 11.91
561 1190 17.86
304 1191 90.41
78 1192 26.32
683 1193 31.67
36 1194 9.09
1095 1195 1.35
922 1196 54.42
266 1197 29.50
894 1198 57.36
496 1199 96.25
105 1200 85.25
1130 1201 61.38
392 1202 20.22
161 1203 39.51
115 1204 90.18
168 1205 35.96
825 1206 68.56
371 1207 6.29
506 1208 69.77
475 1209 88.55
492 1210 40.03
830 1211 99.43
295 1212 87.20
901 1213 78.04
183 1214 53.82
794 1215 84.25
1044 1216 92.89
75 1217 34.59
688 1218 21.05
381 1219 26.64
90 1220 23.52
464 1221 18.28
355 1222 86.96
283 1223 84.96
1106 1224 59.54
1061 1225 34.59
523 1226 62.41
241 1227 92.02
585 1228 61.94
563 1229 93.18
330 1230 44.34
950 1231 53.83
460 1232 23.05
248 1233 49.34
1138 1234 60.52
469 1235 53.33
78 1236 36.58
775 1237 74.12
186 1238 93.19
579 1239 79.28
1052 1240 32.59
1033 1241 51.30
1147 1242 46.88
739 1243 43.62
568 1244 13.37
1183 1245 23.58
1245 1246 14.22
736 1247 92.93
5 1248 63.83
311 1249 78.37
511 1250 17.25
583 1251 7.40
971 1252 2.32
1144 1253 75.38
694 1254 39.60
165 1255 47.24
580 1256 67.52
134 1257 65.20
748 1258 40.85
430 1259 22.22
870 1260 44.61
677 1261 9.92
484 1262 21.20
946 1263 93.10
1248 1264 44.13
211 1265 8.38
415 1266 3.18
269 1267 13.21
376 1268 94.30
947 1269 98.01
543 1270 42.24
191 1271 5.10
747 1272 42.77
979 1273 23.16
58 1274 77.11
796 1275 35.84
566 1276 88.17
662 1277 78.55
409 1278 46.61
896 1279 92.41
599 1280 43.12
1155 1281 50.12
610 1282 14.57
1226 1283 48.80
633 1284 49.92
1008 1285 41.77
568 1286 91.05
352 1287 99.92
729 1288 15.16
1230 1289 16.44
111 1290 66.46
104 1291 12.99
725 1292 95.04
1228 1293 63.01
799 1294 62.19
521 1295 31.38
429 1296 55.21
1237 1297 49.61
1193 1298 42.83
176 1299 76.65
1181 1300 44.22
731 1301 82.91
102 1302 63.28
455 1303 68.09
547 1304 5.92
359 1305 68.72
906 1306 34.81
545 1307 26.00
174 1308 71.25
282 1309 70.49
16 1310 43.43
1047 1311 37.74
391 1312 81.38
629 1313 66.42
931 1314 83.76
444 1315 15.96
877 1316 60.48
1093 1317 62.25
88 1318 80.71
445 1319 1.21
1115 1320 13.87
617 1321 57.00
888 1322 49.63
112 1323 76.52
1292 1324 70.02
511 1325 53.31
208 1326 47.89
738 1327 11.09
882 1328 76.41
82 1329 52.48
47 1330 19.58
1115 1331 87.15
748 1332 65.32
266 1333 2.81
875 1334 78.74
315 1335 31.66
1335 1336 70.95
6 1337 39.28
693 1338 69.67
346 1339 40.45
1201 1340 61.82
816 1341 52.14
702 1342 82.82
1187 1343 37.98
240 1344 38.75
322 1345 19.40
937 1346 56.91
881 1347 36.38
98 1348 54.96
493 1349 67.25
67 1350 40.21
1026 1351 25.30
1152 1352 85.57
1213 1353 30.74
1071 1354 78.39
1353 1355 93.93
919 1356 62.95
943 1357 48.92
917 1358 8.31
710 1359 5.00
631 1360 75.37
928 1361 3.38
1206 1362 28.95
992 1363 53.50
617 1364 75.95
1321 1365 16.60
1025 1366 18.66
1353 1367 26.32
160 1368 4.48
930 1369 58.46
1010 1370 26.25
730 1371 22.08
373 1372 97.45
115 1373 33.97
196 1374 55.91
537 1375 50.81
459 1376 60.36
1212 1377 62.56
218 1378 90.95
166 1379 71.23
1222 1380 35.81
460 1381 82.06
1366 1382 27.73
666 1383 56.70
1212 1384 63.44
1262 1385 13.09
686 1386 66.55
1258 1387 76.88
435 1388 4.17
737 1389 68.76
472 1390 47.82
504 1391 89.36
684 1392 71.77
849 1393 95.50
832 1394 66.99
1321 1395 29.61
807 1396 53.56
124 1397 55.28
1205 1398 19.06
556 1399 11.51
969 1400 26.14
1024 1401 70.18
555 1402 56.77
564 1403 55.68
382 1404 56.91
283 1405 19.02
133 1406 43.02
1013 1407 11.91
1111 1408 59.31
767 1409 76.50
1194 1410 73.14
1380 1411 28.10
954 1412 16.79
852 1413 7.00
56 1414 93.36
373 1415 16.34
168 1416 40.11
1169 1417 11.18
648 1418 32.58
1180 1419 55.81
1211 1420 89.30
950 1421 92.23
144 1422 81.21
447 1423 46.10
160 1424 10.55
325 1425 65.82
1073 1426 27.71
1292 1427 9.40
318 1428 75.30
455 1429 77.34
247 1430 31.91
337 1431 87.15
6 1432 78.20
937 1433 66.90
1185 1434 63.18
444 1435 98.28
556 1436 95.54
42 1437 83.81
1066 1438 93.64
855 1439 17.27
665 1440 51.51
190 1441 85.89
874 1442 75.01
573 1443 21.73
909 1444 9.68
67 1445 18.96
595 1446 90.75
532 1447 11.61
1365 1448 3.44
1210 1449 78.73
344 1450 99.22
971 1451 18.11
924 1452 67.52
1450 1453 71.52
1300 1454 30.83
50 1455 64.35
744 1456 69.88
562 1457 59.56
490 1458 44.52
479 1459 94.19
534 1460 78.36
1263 1461 92.79
1204 1462 18.27
198 1463 38.06
1084 1464 80.92
890 1465 85.33
1162 1466 92.81
114 1467 74.90
809 1468 4.36
16 1469 21.48
140 1470 34.20
105 1471 15.52
71 1472 35.07
9 1473 47.97
1093 1474 54.38
125 1475 31.79
409 1476 54.32
524 1477 1.85
767 1478 27.99
1306 1479 91.30
1439 1480 54.71
249 1481 88.04
1083 1482 79.07
1333 1483 7.85
1200 1484 9.36
1149 1485 16.62
916 1486 13.16
213 1487 45.64
388 1488 5.23
1342 1489 25.81
1001 1490 34.77
572 1491 90.35
1364 1492 80.18
231 1493 59.67
606 1494 30.11
129 1495 16.07
151 1496 27.60
884 1497 31.35
453 1498 66.05
1048 1499 88.10
1365 1500 65.52
25 1501 16.97
873 1502 34.85
852 1503 24.91
980 1504 54.21
1007 1505 96.69
1384 1506 6.32
980 1507 76.06
895 1508 78.24
246 1509 92.66
727 1510 85.70
185 1511 91.18
787 1512 11.84
1174 1513 18.97
386 1514 59.72
513 1515 51.30
221 1516 10.78
1087 1517 2.92
312 1518 28.87
880 1519 82.71
179 1520 75.54
686 1521 70.06
0 1522 66.45
230 1523 66.35
1420 1524 80.85
1015 1525 52.05
962 1526 66.74
548 1527 78.85
702 1528 64.75
293 1529 54.48
82 1530 3.88
885 1531 48.70
567 1532 72.04
961 1533 57.29
530 1534 76.44
968 1535 82.00
787 1536 19.41
428 1537 32.83
1502 1538 97.17
941 1539 29.55
662 1540 57.19
737 1541 44.58
279 1542 23.82
1102 1543 1.52
1154 1544 20.24
27 1545 12.04
1404 1546 59.77
1188 1547 35.78
966 1548 10.36
346 1549 31.73
415 1550 32.07
1497 1551 37.78
447 1552 64.78
752 1553 35.34
1035 1554 67.80
683 1555 39.98
197 1556 44.48
78 1557 47.93
253 1558 6.98
414 1559 54.88
707 1560 3.44
680 1561 48.34
1132 1562 25.66
101 1563 93.03
894 1564 75.19
900 1565 20.83
403 1566 37.49
1209 1567 56.74
171 1568 27.23
1104 1569 63.22
93 1570 54.97
298 1571 19.01
9 1572 85.76
1105 1573 65.76
352 1574 14.38
1555 1575 17.97
870 1576 85.56
940 1577 78.04
1476 1578 48.44
1072 1579 45.24
391 1580 94.83
924 1581 29.89
875 1582 22.68
1282 1583 33.58
358 1584 76.72
1538 1585 42.93
26 1586 98.01
1498 1587 30.14
805 1588 26.88
691 1589 75.52
688 1590 15.54
1144 1591 56.09
125 1592 57.80
1557 1593 11.32
1081 1594 5.20
458 1595 28.87
499 1596 20.63
1140 1597 31.35
320 1598 43.39
1316 1599 90.22
342 1600 59.74
1169 1601 50.80
233 1602 93.09
338 1603 41.53
533 1604 74.85
910 1605 59.23
370 1606 9.54
1138 1607 89.49
1543 1608 48.45
10 1609 71.58
1571 1610 55.36
870 1611 51.69
1088 1612 57.21
1015 1613 17.30
779 1614 45.98
17 1615 19.71
252 1616 39.66
742 1617 62.47
529 1618 49.45
151 1619 51.72
553 1620 20.05
1157 1621 13.69
691 1622 25.28
1389 1623 93.94
956 1624 2.98
1310 1625 25.39
307 1626 64.97
1448 1627 32.33
857 1628 58.12
1174 1629 21.78
755 1630 55.15
804 1631 8.82
852 1632 10.00
1076 1633 26.57
1478 1634 73.29
549 1635 81.74
1085 1636 87.24
1171 1637 20.93
207 1638 96.61
35 1639 84.25
996 1640 79.39
1565 1641 55.93
849 1642 84.72
1382 1643 65.54
1189 1644 35.90
444 1645 45.94
1291 1646 26.80
447 1647 83.87
147 1648 24.04
1458 1649 93.25
