5000 10000
3553 983 659.94
3915 3985 470.97
4880 3493 610.33
3750 822 843.77
4394 340 533.44
18 2433 585.51
608 1565 542.92
4393 17 397.06
45 3343 333.16
193 3336 464.56
1611 2270 466.27
3942 1938 963.61
1202 4754 786.68
59 1637 293.68
3025 447 390.80
1916 2930 527.37
1431 2183 223.00
3267 1311 284.95
677 2018 628.39
3485 71 1098.09
3710 4855 533.92
3857 4318 774.90
2772 3250 669.02
4335 2817 328.53
1593 4528 411.90
2506 4556 763.40
3151 1448 468.90
1495 4353 625.14
2555 1554 908.62
990 1932 321.16
2001 4258 483.22
1214 4784 546.24
1442 4481 457.95
2447 2119 362.41
2851 2284 671.69
2190 1562 275.52
2139 1047 260.31
880 1264 440.82
650 1568 345.21
4081 3595 225.53
2448 2939 543.27
3152 599 742.87
4388 4647 803.06
1305 3295 1031.95
2553 3647 783.05
227 906 447.72
2906 1441 607.41
691 4348 213.32
2274 3138 706.30
1467 126 809.63
1775 9 510.88
1688 3914 458.63
2409 3920 566.75
1530 3059 269.92
488 1964 385.81
1654 4289 192.08
4903 4806 771.31
4888 643 354.64
805 2545 127.88
3938 3358 812.42
1193 517 339.80
4265 451 696.34
3310 1308 581.83
4799 585 743.54
798 2618 825.99
2063 2573 500.76
3979 3751 501.29
2840 1388 36.62
4023 4370 492.44
799 4512 72.72
1334 2454 482.47
3801 1238 390.28
3612 41 419.49
1881 4418 451.74
3939 2172 650.13
4128 1484 234.20
4041 4745 718.28
1935 2352 467.79
2405 3086 434.04
4289 3204 262.00
2056 1352 97.69
2129 1035 631.80
1455 4969 235.51
3776 478 513.45
692 4575 889.14
1342 3378 216.49
3381 1495 929.43
4616 3346 339.82
1537 2850 332.17
4116 1828 159.11
1374 3244 561.85
3312 415 438.95
4342 1599 270.80
2767 1747 480.00
1037 3408 129.44
1303 3093 837.61
4760 3433 235.03
480 2567 325.48
4754 4256 259.62
3046 1798 659.27
184 4388 915.17
177 4917 768.32
884 1145 306.32
3263 3773 755.17
3995 2379 495.55
601 1721 467.24
624 265 685.20
2137 1318 313.97
1864 1256 656.94
4417 4253 506.50
4665 721 338.20
2346 777 315.01
506 4178 648.06
3345 1612 516.85
4787 1391 713.11
3411 4971 206.29
2131 3588 460.77
4888 3015 183.22
1085 4504 437.22
1788 81 367.63
1883 3741 672.17
1802 3859 739.00
4006 291 100.80
177 2222 822.32
1548 4595 911.24
1475 2565 424.48
1668 173 463.30
3342 3526 313.08
4352 3039 476.32
138 4139 721.56
782 4901 428.57
462 2914 497.82
4841 350 457.02
929 927 66.73
1206 2718 534.59
1008 3090 642.72
1459 4162 510.94
1949 1818 870.73
806 3479 839.57
4040 2354 235.65
4426 1868 471.00
1271 2446 927.50
2041 4613 284.62
972 1393 284.08
4005 1110 243.21
532 4787 732.36
2364 2346 884.95
2701 2205 246.60
2697 4983 437.36
3132 255 519.26
4053 4140 1014.73
3345 1864 380.74
4655 1647 736.66
3682 461 591.15
126 4075 780.67
4167 4552 758.21
943 438 520.05
1998 2984 208.85
1403 4322 433.42
4378 408 480.05
1784 1262 443.38
1548 4148 281.22
3609 601 1127.66
1354 2658 177.91
584 4486 620.17
2913 4637 710.70
4979 2611 784.41
1502 4634 1005.44
4258 184 518.96
1447 736 453.22
611 1966 516.96
288 1554 232.12
2404 3638 198.16
4539 159 680.66
4312 269 623.85
1920 1096 434.48
2883 3468 376.83
245 2844 551.52
4069 1599 432.14
1854 1006 716.55
1085 1120 374.64
643 1064 456.65
3731 3497 644.29
2050 4341 327.48
34 4849 682.52
77 645 504.00
1815 1717 540.23
2200 571 661.76
1707 3091 430.91
2083 1019 225.22
3360 4003 814.25
2115 2595 815.93
2471 2360 362.05
440 2892 603.44
3959 3646 80.16
3898 1397 111.31
4766 894 449.58
2461 4849 372.79
4391 864 245.74
4190 4425 208.66
713 4267 949.00
71 3881 419.58
984 3623 142.27
804 2691 369.53
1714 2887 707.46
3710 1426 462.07
1890 2178 565.15
4021 713 896.06
4538 4461 558.06
3606 4850 725.88
4460 3856 343.44
1247 4226 293.54
4750 60 1015.40
4076 4142 746.47
924 4618 368.31
4919 2990 376.63
3886 1342 318.85
3223 1222 823.10
4965 4027 545.26
266 1679 192.76
1915 328 670.73
4457 157 803.52
2506 3479 587.25
871 3397 382.46
4292 4477 640.66
3247 3752 144.07
3333 4494 581.00
2979 3084 65.62
906 3407 201.20
3578 1831 175.97
3025 3497 537.79
1173 3263 614.04
4840 4396 762.19
838 1157 300.44
3423 1104 701.25
4189 1690 412.33
2784 3646 392.10
1848 291 377.40
2125 2719 311.83
3688 2770 1263.87
3548 3287 689.28
1522 3233 395.40
4133 853 309.18
2669 39 706.53
612 1247 711.97
3222 4990 869.82
1097 4395 748.66
3253 2289 963.21
143 4091 269.76
3446 4919 953.07
1547 2635 638.15
1609 4332 750.03
1282 4809 454.86
975 4759 855.27
3880 1015 330.18
3881 2428 740.12
4302 1756 397.08
2014 4787 231.14
3961 4683 211.12
4826 4574 267.09
2283 3049 996.25
4564 3380 1013.82
3796 4169 706.12
669 292 274.09
4613 4115 311.33
211 1160 176.82
3103 3172 687.36
1844 737 169.43
2982 2819 188.07
496 1862 557.74
186 730 185.95
643 4488 254.81
2486 2657 704.16
627 1447 404.62
2340 454 573.64
1021 4623 788.60
4855 1937 59.17
4355 3 1017.81
2459 1376 821.12
295 2072 463.49
492 506 697.32
3232 4947 223.59
3679 1429 170.29
684 3013 576.71
4248 2532 472.42
1227 4435 584.23
3262 1870 231.29
275 748 303.12
879 903 977.04
2196 4572 1114.89
2709 4569 548.80
4195 3916 960.71
2859 4903 414.35
3919 318 701.40
1279 567 540.15
2390 3123 502.61
1073 1974 940.51
3070 1104 226.18
3403 106 381.04
469 4004 192.05
2639 1697 382.05
4791 901 263.07
4919 1418 220.59
3002 799 279.93
3673 198 151.34
371 1382 471.56
1119 918 869.33
298 3978 551.77
821 570 931.26
4296 3453 423.05
1137 3038 207.63
1576 3562 470.35
13 999 715.51
4667 4768 707.31
1105 1488 645.99
124 3744 248.47
3185 4915 567.72
998 4457 931.45
1334 4000 345.10
256 7 810.20
550 1979 136.12
2742 3021 387.66
2897 4392 103.10
2000 71 493.54
4962 2648 937.25
3524 1099 164.83
687 1452 648.31
4662 2052 436.31
2451 681 458.25
3172 4909 485.59
2169 3297 734.16
3653 1707 470.02
3212 1003 432.17
1164 898 758.67
1355 2772 364.47
2258 3257 750.85
4751 0 892.22
1279 2648 474.10
744 4631 801.17
4071 707 355.98
2279 2595 838.55
3158 4318 860.01
400 2820 275.57
2722 2851 689.89
4853 895 790.53
2760 3375 186.59
544 2766 1128.26
1434 108 440.56
121 3950 783.98
1007 1477 687.03
1722 4617 592.07
4734 1473 714.28
969 2365 286.06
473 1713 566.82
1996 897 649.42
2420 628 698.86
3492 579 623.26
1298 3892 502.29
4751 373 598.13
3096 957 93.02
1268 2208 771.11
4332 3164 499.27
1326 2118 361.34
3272 1448 824.46
1068 4279 563.72
4277 2790 186.53
248 363 226.34
615 1217 149.91
2729 2440 393.15
2931 1077 281.11
3337 1703 600.93
1705 3182 431.43
2282 4356 377.20
3426 3386 138.70
4729 2874 687.03
4343 2349 64.20
83 27 235.10
513 2761 425.00
2145 3785 841.21
561 3213 666.07
4417 4838 385.60
2355 4665 465.45
1554 4322 251.83
883 4283 121.66
3114 166 294.74
1712 1452 447.53
1869 3418 473.69
986 504 839.06
4126 764 392.45
242 3855 463.89
3639 4585 16.03
1204 74 923.02
964 1717 639.84
2835 3109 228.74
1854 3397 385.33
2674 1271 727.07
4587 1381 534.58
2289 1141 524.02
703 3172 295.38
1776 169 857.06
4690 3489 338.35
2973 1559 922.53
3259 3959 95.52
2063 2385 703.38
4724 3657 137.97
1240 4715 332.34
3242 3796 54.04
4789 558 779.74
513 2624 592.08
19 3719 469.88
2373 2693 305.87
4991 1961 701.69
426 3632 884.89
4454 2481 170.21
1804 1231 758.16
2651 2846 940.56
4720 624 449.66
4405 2979 702.47
936 2821 695.77
1716 660 187.26
1478 2956 346.10
375 1073 747.81
1752 164 1023.17
1631 3617 661.55
4140 1651 716.54
3688 2866 793.28
696 31 533.60
1179 1123 464.09
3663 633 1003.16
4956 1819 344.42
3216 2607 231.82
4665 4288 812.69
3232 4071 797.74
2267 4168 428.73
3244 335 123.55
1180 1074 743.54
3291 2907 855.48
2147 1395 119.36
4423 131 637.27
1364 4915 308.81
1782 1405 918.15
2781 3830 729.78
1436 3960 694.74
1305 100 157.14
946 1262 162.54
1919 514 307.88
3869 1585 532.45
4803 3453 554.38
2008 3422 351.97
3973 1604 500.83
3758 1505 571.11
2678 2049 650.16
4412 4826 717.75
4797 3835 324.96
1309 2513 112.58
3751 4443 434.19
3918 1532 576.89
3273 355 460.11
1845 931 987.83
1807 4143 577.43
2193 78 543.07
4657 2414 113.46
3015 4460 280.66
2220 23 198.09
2883 1193 339.09
2979 1641 726.24
2699 658 805.30
42 3463 233.08
1836 1191 474.32
2299 3145 610.75
57 1050 273.08
2588 3975 227.11
3934 2213 419.23
682 2131 426.43
3144 3841 463.62
2626 1689 264.25
3920 3636 56.59
4104 1935 699.97
4448 1324 309.01
3311 3683 507.42
3869 1290 673.67
1676 2920 221.63
3300 3071 457.39
1384 136 585.00
4262 3683 633.97
4633 4319 367.95
1085 3573 200.84
4647 1371 747.22
787 1681 473.56
4855 283 873.73
523 3833 462.28
1973 795 829.13
2469 2429 652.40
4082 3270 558.36
105 2393 338.38
1953 3974 842.43
36 3630 337.42
3247 3336 290.49
3053 4631 451.28
4825 2315 316.51
4666 810 523.15
2987 2103 860.40
4384 3986 486.65
4826 1523 275.93
2019 1033 218.75
1806 3894 793.67
1219 131 172.00
4689 3688 267.72
2560 3772 796.39
3310 2665 239.17
2517 264 183.22
2992 3905 321.01
246 2591 683.32
3594 3299 215.97
3574 3419 1012.51
1966 3240 575.59
581 1305 290.33
1695 4965 520.75
1643 2873 659.87
1488 3663 596.01
259 3295 946.96
2557 1478 475.95
3426 3599 786.90
1518 2339 778.48
3723 4829 681.20
1356 1240 473.80
1445 4348 678.29
1498 3043 423.34
3291 92 160.12
2694 1865 604.16
3511 4660 474.49
1457 4092 353.34
2318 3152 296.97
410 3961 241.07
2378 1898 860.20
3976 2637 317.24
1545 2886 202.41
467 1324 190.76
1485 1985 209.15
15 1560 671.60
1814 1371 347.59
4152 4611 269.43
2072 650 653.12
2654 363 411.47
742 348 186.14
2229 605 444.06
1361 3686 606.00
1050 3679 600.25
3191 1460 824.02
3992 1921 401.64
4710 4321 314.87
4558 2608 747.40
2207 1377 411.05
3932 44 453.38
3362 3947 213.57
2956 1529 620.18
1670 2108 328.50
1140 3742 657.27
2759 3795 758.38
4106 3501 415.85
4143 1335 250.46
4107 1856 215.75
1373 1509 99.92
1887 916 878.86
2969 880 745.26
2837 2679 855.94
1553 3747 557.73
1639 112 705.58
124 571 198.57
1508 3487 484.60
870 4464 235.46
16 2541 666.82
1572 2508 503.44
2635 683 564.15
1303 1741 368.18
537 1799 551.39
4428 996 330.13
3655 2154 876.96
2505 543 323.45
3070 474 503.58
2775 908 332.64
4505 680 284.12
4655 2497 411.58
792 4780 854.42
3068 2300 506.32
4619 291 342.99
3116 987 698.07
4184 1040 52.77
3495 1819 160.38
1724 1151 686.51
4913 3613 268.73
2950 4341 325.98
4609 2957 161.82
1495 2114 707.44
4852 4566 853.54
3940 3979 216.82
1826 4797 641.25
4659 1481 464.94
2294 451 1108.39
2613 1715 229.20
4103 2232 791.37
3358 3571 554.54
4571 2542 592.27
4612 3067 1156.21
713 2688 139.98
4218 626 880.66
1301 3520 762.02
4968 2262 468.59
1477 2815 172.00
4376 2682 523.68
3733 4668 663.36
1661 559 387.30
4465 2673 188.37
3393 3112 865.08
4476 1006 689.59
4827 3580 302.99
4591 4537 216.15
3503 4162 842.39
2079 4467 510.63
3581 2792 545.47
2155 4151 84.93
4771 4808 490.24
2671 1091 733.81
2070 501 289.47
3906 2798 208.03
3183 3992 535.06
2466 1196 994.02
4551 3284 480.08
3869 4296 789.18
2748 3346 712.07
303 3927 355.19
3278 1246 423.88
3464 3133 518.85
1760 1895 745.87
2601 342 355.19
1039 1108 547.40
4493 810 787.05
917 3517 499.05
1901 4339 447.35
4018 2160 765.25
2138 3553 301.20
1152 956 424.05
1101 2055 153.77
592 4971 512.06
1352 3340 565.05
4669 3007 564.39
2267 4299 998.54
4253 731 247.40
2432 2365 505.07
3978 33 207.25
2707 18 432.39
1142 3553 289.39
828 3411 375.94
2070 4082 757.44
2750 2440 404.41
1242 1240 534.18
993 3746 482.45
3549 3446 1052.84
2153 4141 355.41
4769 4857 306.32
3834 4438 118.11
4216 2453 910.14
89 3469 448.15
3185 2522 430.38
2187 2163 266.11
3907 4894 704.88
3533 49 466.01
4799 4362 529.50
3460 1869 804.18
3444 2563 334.50
661 1038 877.58
155 1654 503.25
1136 3704 693.21
1453 3289 781.01
4198 1222 404.11
4499 4384 378.65
2013 3715 424.26
1837 2102 649.87
3537 1374 402.84
4624 724 710.27
4890 3532 760.16
1970 3423 942.33
4933 1770 803.03
2785 4746 244.13
3639 2581 397.41
3661 4301 888.32
3619 3816 518.56
2307 1107 678.64
3873 112 319.69
749 4423 183.81
1335 248 354.75
3807 3348 619.05
315 644 880.03
450 3852 975.76
2019 1427 424.95
4576 1909 546.24
1311 2899 228.56
332 1244 341.74
4669 4470 227.98
2342 4660 293.47
2051 1003 502.51
313 2023 404.64
1172 3973 701.70
3130 45 809.38
4085 3879 420.12
4468 420 425.59
479 3275 873.64
120 795 467.24
271 1923 352.84
4647 2290 194.02
3350 576 336.88
4199 1013 625.52
3475 884 476.59
3609 4496 686.66
354 952 707.42
4156 2405 648.39
3307 822 815.45
4428 4479 244.72
4795 3911 803.40
4524 3880 285.08
2790 344 588.11
653 3270 622.82
4971 773 331.01
417 243 512.30
4048 64 856.77
2533 2398 381.53
1992 3085 434.73
3411 1819 391.62
3969 2021 458.63
1315 4323 1001.00
4325 1824 380.82
3080 2632 281.30
2646 2509 417.53
2112 2441 317.01
2772 2988 475.42
2673 562 318.01
3333 4678 616.54
184 4656 129.56
1804 1953 1015.97
4899 852 717.75
2018 3785 733.90
4603 362 231.62
1870 4366 71.56
2182 839 788.23
2739 4849 160.82
1514 2064 867.26
1673 4594 788.44
1049 671 170.18
3455 3161 206.40
4464 1227 414.00
2501 2138 239.74
3142 2186 819.43
1816 4678 747.19
1843 4972 476.60
1632 1742 709.49
825 2 243.50
527 428 249.36
364 2397 717.60
4794 3898 506.81
4588 2534 937.24
3748 1102 267.10
950 1773 224.97
2049 1999 70.77
3797 504 656.11
1512 3261 223.81
1732 4014 530.91
399 4874 384.40
1200 3568 911.13
904 3043 153.32
4892 2536 350.14
1138 717 552.39
2538 3017 611.79
2497 2903 579.95
1767 3644 772.21
3153 1355 858.72
2530 1901 397.45
3810 3480 536.06
27 859 198.01
1832 3824 735.66
1363 3344 354.01
2085 4447 802.80
2358 3837 185.06
673 4911 1034.07
3757 1578 548.51
4306 3649 615.00
4114 1796 221.14
719 3005 368.91
4814 4568 456.89
2260 1581 298.22
3212 413 1037.38
2936 742 258.09
3667 3098 1047.21
4223 46 870.74
3957 2407 412.20
3870 1673 935.13
751 2307 349.68
2472 4462 112.02
2496 4498 415.70
4373 2605 539.81
1076 31 382.50
2607 1542 365.62
1828 3326 1003.83
899 1642 524.20
2894 3159 916.56
3223 2459 915.13
3573 2511 643.28
3201 3592 1086.92
610 3776 320.92
3638 919 769.71
1183 3860 463.04
3944 1935 780.40
1167 1417 439.18
1397 16 318.18
915 2122 395.47
2621 3343 116.28
3505 228 776.84
1237 333 694.08
4906 2137 481.79
3327 4153 305.68
296 1550 1214.44
1612 221 272.40
414 4813 735.86
3813 1024 490.05
3590 3803 280.93
3295 1125 24.41
2663 3592 593.60
3060 183 212.19
1361 809 418.00
199 2276 361.84
4283 4172 216.76
1971 2789 738.48
753 4560 120.74
4474 659 882.57
1697 2802 620.91
4812 3346 421.44
704 1424 635.94
3567 1118 821.27
2590 3733 520.13
3494 2532 964.39
3888 3142 384.00
3657 1552 571.97
1734 1718 442.55
3087 3095 930.66
3879 4638 569.41
1723 4515 103.35
3810 46 656.22
3656 4563 70.24
4606 3130 639.36
223 1304 252.41
2284 1387 793.09
4650 4341 818.50
4164 4569 743.67
459 1754 717.25
4654 306 406.87
4286 3543 695.45
3448 2943 89.01
1447 1534 152.55
1013 886 228.64
4629 1245 1090.55
524 1352 505.69
760 4334 213.08
1398 768 332.95
250 1004 420.99
250 1825 528.00
3660 2535 76.06
3212 4662 629.54
1876 2376 174.43
584 3687 308.80
482 238 828.35
345 4768 875.96
133 3793 208.97
4064 2932 505.22
1679 77 661.06
3818 1308 436.50
1322 4342 555.76
4012 3434 353.82
29 1762 688.89
4202 279 819.41
4119 4453 555.45
2104 4131 608.69
3340 1668 258.06
3794 1568 99.62
397 4378 392.00
255 879 762.55
968 601 351.04
2000 1102 394.58
746 1064 591.18
386 3778 731.32
1141 4205 495.41
86 3816 893.82
4899 451 850.36
3602 1280 642.88
3565 4157 224.18
1559 4036 664.61
4962 15 838.40
3168 3302 554.12
3036 1962 615.85
4870 3433 290.84
2692 1477 1077.84
664 3660 560.00
3430 2664 778.28
1114 529 439.39
3728 1501 466.25
4307 1222 646.67
2058 745 65.31
1390 3309 554.05
2548 4992 503.67
4590 1114 281.79
4149 2501 853.53
150 4111 671.24
3869 4670 491.72
3765 1905 299.88
1632 4987 983.84
1690 676 210.87
2817 2354 761.67
4337 1247 709.91
19 1803 276.86
3128 99 138.65
3304 3787 332.49
1321 1714 560.75
4533 2711 636.57
24 3433 865.65
4056 966 658.32
4547 4557 598.21
4819 1050 547.32
3669 3688 614.14
720 3786 118.85
1945 3705 327.88
3774 4987 589.87
4381 1591 548.66
2342 70 593.76
4190 3713 498.48
1874 3671 610.18
3812 1530 255.29
2458 1486 254.61
3245 3343 351.62
549 4621 121.06
1777 4605 331.56
1939 2676 824.24
4163 1758 735.36
78 4184 642.77
1799 799 764.42
4322 96 488.59
856 3096 417.31
84 237 440.45
1039 2426 257.86
1660 230 531.12
2491 3534 224.18
3901 2655 289.15
64 2711 551.29
493 4661 732.20
1055 1043 812.20
634 4184 439.05
2000 3925 50.57
1860 2515 1002.40
2036 1939 690.16
3051 3835 73.74
4090 2374 227.50
3931 1298 494.40
1822 4015 243.67
2887 2862 270.54
2793 4547 587.78
4444 1636 416.56
3081 4697 477.37
4292 4498 582.01
2408 1137 488.57
511 4815 302.35
2180 2498 615.56
3999 533 150.05
1423 2212 349.29
4400 3459 1136.36
503 2452 376.38
3646 945 913.72
1178 3930 335.29
2243 3000 768.24
2945 130 788.26
2214 2091 181.97
4678 1658 98.27
79 4111 181.91
2707 723 507.60
4961 116 279.52
1861 1825 470.99
1283 393 1098.25
4323 283 849.17
926 2098 931.80
2495 1679 439.09
1910 4350 146.10
4131 556 768.97
295 309 469.09
4486 2538 80.16
3309 3784 808.34
2668 524 689.15
2227 3698 761.59
3534 2306 1046.21
4162 1242 652.16
3030 4123 668.10
2710 1243 859.12
2300 3993 258.07
1636 1623 493.65
628 3915 651.01
74 4475 81.02
594 3336 263.15
3825 4725 577.81
3892 4120 830.22
1386 4731 181.18
3010 1047 525.36
4867 679 742.02
2923 3446 1218.63
729 2810 541.41
752 4891 653.03
4052 134 615.59
367 3114 400.75
1377 2667 469.82
2107 4366 495.28
643 4088 248.71
3281 717 411.75
3563 3875 885.15
4053 2389 439.05
4952 4297 458.19
2861 2690 224.40
380 872 436.52
3737 1599 486.54
2903 3013 482.85
45 3632 586.76
823 2150 568.02
4876 1227 391.08
2284 243 425.30
4341 14 335.77
2910 2800 705.60
4380 3553 394.27
1888 4013 338.12
622 452 882.24
4240 1027 528.79
2841 544 516.79
1677 2054 487.77
3234 2057 370.54
2926 3323 267.20
9 829 587.10
2688 54 681.54
814 3511 398.29
2204 690 475.34
4738 841 555.67
2285 431 862.97
855 1547 528.66
3232 1587 481.76
1453 120 854.13
600 2075 169.50
1924 1192 685.78
4455 1117 629.38
1736 1132 525.27
3172 1322 679.93
4541 2450 634.53
4645 4550 1055.18
3280 2334 188.07
957 446 226.46
2197 3161 242.89
2488 3288 272.74
354 4773 393.03
3719 2561 332.07
1320 3303 212.44
500 2773 717.81
4776 1100 113.00
1201 3052 592.56
3644 656 574.78
4170 380 352.53
3140 3694 504.17
1702 2681 581.04
1144 2700 626.22
3584 4424 157.84
1386 4541 377.92
1222 3583 597.00
4054 3710 709.40
3223 761 1015.47
4835 3295 189.28
3322 1156 619.77
1598 3823 954.57
281 2726 1022.13
1275 2834 218.52
779 4920 986.97
3490 4949 578.54
300 2982 306.25
4995 3355 641.14
664 1139 641.41
1055 600 350.96
1916 2441 415.71
1493 3138 328.06
2376 547 293.06
3201 600 203.87
1308 3036 330.85
3895 983 446.13
544 493 912.54
4806 2178 592.60
4572 2433 481.29
12 351 786.61
2353 4855 750.60
1652 4006 704.72
2837 1647 299.04
2361 4853 833.73
2786 4768 309.78
453 1054 317.80
2209 1946 321.40
4193 4585 913.74
3846 2394 155.21
185 1506 187.95
1782 4080 685.13
2489 2327 414.32
926 3647 563.77
4505 498 817.96
1081 4517 609.96
2201 4786 138.10
4372 205 576.35
3792 3562 211.02
1852 2505 178.44
3415 990 618.93
2273 221 84.40
2045 834 634.13
2167 2590 115.62
420 2365 266.63
1336 1957 458.34
224 3118 571.17
2390 4065 374.41
1797 4668 731.27
2713 1302 359.56
1518 146 654.28
2172 71 982.92
4932 2896 337.08
276 77 566.33
1458 3480 938.75
2582 4874 85.43
822 1208 482.87
95 4219 403.03
2042 3614 212.21
1809 3814 330.06
2332 3145 309.36
772 2556 718.25
2616 4514 1054.21
1621 4413 405.43
4182 686 478.16
2068 2052 263.10
832 4240 577.67
2123 2117 296.00
2136 2399 304.58
2194 4947 589.96
879 1128 466.17
4821 1701 251.45
2336 1268 704.00
921 4379 814.20
4882 4082 237.80
4545 3566 751.63
3580 1669 191.00
1122 1196 769.20
1183 4096 671.21
1961 1717 303.27
4782 4029 323.21
3769 1967 284.08
4621 2244 99.54
4084 1758 720.00
4643 1278 173.53
1705 1874 404.98
2406 2878 266.02
4928 1095 525.68
4146 2201 602.34
1826 380 505.72
1283 1371 988.68
299 1215 424.04
3041 2773 931.39
3763 576 416.92
1869 725 125.10
2294 3004 342.15
1106 2415 493.54
4971 728 472.85
4660 407 475.59
3838 655 560.02
3037 543 581.48
2530 1795 699.09
4773 2458 268.37
2890 271 99.64
1011 4716 615.73
2003 3646 615.09
1088 2302 313.77
4862 481 507.73
76 3625 316.17
1057 1945 644.44
702 4703 163.78
1301 1809 535.38
2119 2624 702.68
2537 3131 627.61
3031 1375 484.45
3786 2420 902.33
3270 1316 284.56
4216 4395 831.83
126 2106 591.49
4666 1137 269.09
3175 1669 540.38
4784 615 309.10
3972 998 700.58
1096 4048 257.86
975 3505 660.40
2345 1678 416.43
3209 4999 884.10
4839 1680 646.28
2623 3728 948.57
4811 2007 603.25
1455 3597 669.02
4427 1077 965.58
4914 4995 351.69
472 1392 568.88
3454 138 449.49
3882 1629 260.64
