100 2000
23 3 50.62
21 3 9.38
9 12 5.76
26 8 81.66
24 31 9.90
26 4 8.91
25 80 33.45
28 1 51.80
49 20 64.70
4 89 76.49
54 12 22.23
27 33 17.76
19 42 16.90
96 21 60.94
27 45 33.69
0 23 13.71
28 48 9.91
14 28 23.32
57 29 41.52
79 33 44.48
41 87 60.41
11 15 18.14
83 86 87.85
20 34 14.55
16 61 7.10
44 13 15.56
27 42 7.82
43 8 30.82
61 17 34.63
50 97 78.20
77 90 24.70
67 1 22.75
91 85 80.74
9 57 5.42
48 73 75.45
84 17 2.72
44 97 92.15
5 40 79.19
46 53 14.64
64 4 61.20
68 33 96.35
60 0 42.34
18 91 14.92
15 52 29.99
45 0 48.49
89 37 4.10
46 81 8.55
97 38 70.73
56 84 14.96
37 1 79.78
63 69 11.65
32 29 67.99
54 0 67.95
61 15 98.37
25 12 73.81
62 1 99.37
21 47 90.61
25 44 54.35
70 53 20.40
20 90 22.40
26 6 38.54
65 38 92.52
56 92 8.10
91 5 63.01
79 30 63.69
67 44 84.57
44 66 28.38
54 91 85.27
55 13 36.43
41 85 93.51
27 63 19.71
35 28 9.37
73 37 4.84
10 28 20.03
63 7 83.94
80 26 46.04
98 22 8.45
64 29 77.70
27 84 26.53
42 77 66.90
0 57 79.59
64 92 75.25
18 65 21.85
16 76 85.35
71 91 66.12
4 71 36.96
86 69 96.25
33 86 36.58
24 13 10.30
29 7 36.81
71 8 38.52
76 24 52.97
10 95 72.68
33 63 5.75
37 35 13.20
0 91 58.71
89 29 27.85
53 63 47.00
98 39 2.42
28 68 28.55
35 39 19.89
51 16 94.16
7 78 61.73
81 64 25.42
31 53 4.29
72 53 81.25
36 94 4.36
70 0 78.05
89 98 82.02
74 26 41.82
18 13 23.33
70 64 6.16
98 24 64.54
22 5 21.34
13 37 59.90
39 61 47.34
56 98 19.64
55 68 72.03
69 9 42.10
23 83 38.13
45 1 95.94
10 23 55.05
92 22 66.43
52 96 3.76
80 9 69.79
9 48 78.72
95 56 88.25
75 12 26.25
8 33 37.71
39 8 25.05
48 5 15.83
23 16 28.93
15 8 58.52
78 12 66.33
99 92 76.77
9 1 93.14
81 96 96.69
50 23 90.78
88 31 53.46
35 70 65.75
69 71 69.47
5 46 86.96
65 61 24.36
98 92 44.23
76 43 67.90
14 5 55.27
1 86 52.69
44 88 78.80
51 76 6.63
91 63 75.27
92 33 24.85
99 90 49.30
21 55 4.68
52 6 55.41
94 82 6.25
81 48 24.97
20 1 90.31
56 45 91.50
67 48 53.80
9 92 13.92
74 84 94.92
10 35 14.61
93 57 97.94
89 9 6.42
29 55 3.38
12 88 65.59
1 9 87.19
27 17 64.86
42 84 88.39
86 93 12.22
93 20 99.11
85 30 21.53
67 75 63.42
57 16 50.16
53 97 24.97
83 10 54.74
14 63 94.75
94 42 97.70
23 85 42.38
1 23 33.42
71 16 46.10
78 1 5.25
20 68 58.19
71 78 10.58
7 50 25.30
17 6 35.77
32 23 33.42
75 57 94.94
12 27 45.85
35 91 7.97
51 74 68.21
4 40 49.98
24 34 94.16
2 44 88.51
86 51 7.83
53 21 79.88
34 53 47.69
13 80 13.19
15 92 20.07
19 27 59.38
47 30 44.79
4 34 34.45
82 11 81.30
82 13 38.73
66 51 11.02
0 4 61.57
92 90 38.86
60 55 61.79
86 71 16.15
39 42 3.45
35 89 56.80
5 46 36.87
68 80 41.49
17 14 7.57
62 32 13.52
59 32 83.64
76 77 54.70
51 37 58.11
55 23 88.82
3 14 92.68
30 49 76.65
40 55 8.95
85 75 37.56
92 45 57.63
13 7 57.68
86 66 44.54
15 95 97.09
34 46 64.01
61 53 56.50
59 56 93.62
0 39 35.76
30 31 25.70
10 68 96.89
18 61 32.64
40 74 68.67
47 12 17.02
87 27 37.24
55 14 68.21
13 75 71.71
47 35 62.90
95 35 44.22
92 17 71.47
97 27 81.53
29 97 15.88
6 89 79.10
42 37 85.70
45 76 19.33
95 83 32.67
40 49 83.86
90 96 62.71
48 91 60.90
46 35 55.08
27 32 53.21
76 13 91.85
87 71 29.61
24 66 22.20
21 63 14.15
50 59 2.55
41 51 50.43
60 41 15.27
13 89 88.70
6 87 8.49
67 14 96.32
56 43 52.09
93 30 6.44
20 54 27.05
88 27 30.93
32 78 54.33
12 71 65.45
40 31 36.02
17 97 27.91
36 3 84.36
91 22 77.84
31 78 88.87
36 24 33.35
12 96 88.37
55 85 41.63
61 17 10.46
78 29 26.54
46 22 73.72
55 39 15.71
5 27 11.42
95 71 15.93
52 54 81.46
51 90 1.85
81 2 3.71
16 9 9.24
79 22 31.60
72 0 72.33
89 46 81.85
85 53 74.45
82 59 38.82
82 6 81.45
4 58 99.66
57 10 45.54
34 43 23.53
8 59 59.68
66 91 84.92
42 15 53.57
0 4 30.10
79 41 49.51
98 23 39.72
48 57 84.08
69 62 61.44
44 19 59.66
9 54 12.10
28 62 6.11
9 80 82.33
13 23 52.23
17 23 40.33
19 54 20.36
27 52 7.02
94 52 10.75
20 21 46.46
56 65 95.62
2 74 60.08
95 55 41.55
47 64 48.27
91 77 11.83
54 46 3.57
21 18 5.33
82 45 90.57
71 92 99.10
65 64 12.38
21 20 28.05
48 74 91.65
82 69 27.72
77 16 92.92
5 59 74.17
56 65 24.05
82 87 70.65
63 21 64.48
48 92 44.25
85 9 93.05
44 30 73.32
69 31 43.71
20 13 15.31
26 42 92.25
69 0 22.59
34 99 41.32
73 67 64.38
47 81 78.01
83 1 32.10
80 83 5.42
49 14 48.13
21 27 62.44
47 70 54.69
47 18 13.55
48 74 77.89
99 61 29.94
66 63 67.29
0 61 96.53
43 97 34.03
9 77 39.59
20 78 70.65
52 99 44.73
76 98 18.89
10 45 97.48
13 45 98.66
51 96 41.16
66 63 47.04
76 15 30.93
29 58 5.57
36 67 94.05
74 40 50.54
78 44 16.83
10 20 62.45
64 31 51.83
88 44 21.60
87 47 31.43
99 65 12.62
22 41 58.97
11 23 10.53
97 11 96.39
12 85 23.99
5 63 38.44
49 26 3.20
43 42 70.94
77 72 34.44
77 5 62.81
42 54 38.22
36 69 43.56
11 43 53.47
22 37 57.43
7 70 11.94
22 48 81.26
0 98 14.04
43 31 96.65
78 60 1.86
0 37 36.50
73 80 82.76
55 27 20.17
51 32 33.92
88 1 8.60
58 75 72.69
58 51 2.37
56 71 86.72
39 25 18.30
0 52 82.32
37 84 10.15
69 22 74.21
37 29 81.82
16 80 42.90
69 68 60.42
29 27 88.87
12 37 98.58
47 46 22.34
77 85 41.74
41 45 68.26
77 78 20.99
99 31 79.28
29 12 57.73
61 25 69.09
30 91 88.06
9 33 79.73
46 26 72.76
92 90 52.53
30 79 49.59
67 73 28.97
42 50 17.51
39 2 79.26
25 83 23.82
79 44 10.28
3 74 56.16
5 35 90.91
22 82 25.24
39 26 79.91
32 56 76.33
15 24 34.74
42 18 10.92
0 9 43.38
41 86 59.62
94 66 88.89
25 69 75.33
0 26 11.12
7 1 8.04
41 40 74.29
16 24 60.17
23 91 55.05
3 34 27.16
51 22 49.45
89 90 40.01
7 54 39.85
29 44 94.85
55 70 41.75
8 30 12.89
48 69 62.95
25 64 89.33
16 87 50.45
2 28 21.49
40 31 34.90
71 73 7.94
97 80 68.86
0 9 6.12
55 65 52.50
69 25 6.92
25 26 34.63
49 51 22.51
44 19 64.44
47 74 33.54
36 66 97.15
0 38 3.16
53 87 27.66
61 39 53.10
65 46 51.32
91 15 63.25
48 92 72.75
74 41 58.04
16 38 40.39
97 85 13.00
7 74 56.59
0 74 21.60
66 27 46.06
64 40 69.80
20 57 87.68
45 49 41.44
44 97 41.99
20 24 52.27
0 92 61.60
99 42 20.44
24 1 48.27
67 53 80.00
49 71 23.56
17 35 45.82
77 8 52.90
82 53 96.31
3 49 82.94
69 70 46.44
24 70 8.32
69 21 32.02
99 97 51.06
56 64 62.62
34 13 68.85
44 83 96.40
43 12 98.39
51 94 26.12
8 50 40.86
62 71 16.35
45 47 9.64
20 16 60.10
37 67 80.75
7 23 28.16
78 10 21.94
72 54 8.15
1 97 55.58
39 0 52.92
30 8 40.61
22 23 59.64
85 68 62.27
69 88 10.11
27 77 21.58
29 84 44.96
0 14 60.25
85 38 89.99
4 39 80.02
36 30 82.23
66 12 92.93
46 35 95.07
49 20 35.09
99 41 19.30
65 68 78.74
76 55 3.12
42 74 33.59
80 48 71.19
28 2 92.77
46 66 85.70
92 1 80.77
93 73 15.86
92 15 34.16
57 83 12.90
55 33 77.36
63 84 18.43
89 19 90.86
37 11 50.82
8 39 48.83
3 37 62.54
29 81 10.49
11 74 24.54
15 66 47.20
83 75 80.10
42 83 6.61
30 98 34.23
59 87 94.45
21 77 26.86
6 85 22.65
93 40 27.94
98 70 28.45
5 81 68.55
86 48 55.88
33 31 6.17
12 26 54.75
77 8 83.91
77 19 35.16
97 40 38.03
29 46 4.05
52 91 25.00
12 90 86.57
6 47 70.55
23 33 90.78
10 67 81.43
72 31 54.41
70 60 86.07
13 90 94.84
48 87 71.58
8 16 66.12
6 20 27.27
44 85 16.58
4 91 43.54
97 66 32.68
38 28 30.21
63 1 16.23
14 71 95.35
25 36 3.79
56 85 33.01
79 45 10.87
48 3 58.01
13 99 3.37
68 3 72.40
71 52 35.64
11 91 46.99
18 54 12.60
8 21 85.24
11 98 50.80
4 54 42.44
40 34 2.40
95 55 20.20
95 62 53.58
50 12 30.50
3 28 39.11
46 25 76.92
52 23 30.97
25 44 79.36
24 2 31.55
30 96 15.74
16 88 9.81
2 36 60.89
1 31 15.34
21 81 41.19
12 36 2.68
14 82 10.16
86 87 29.24
67 12 33.55
11 36 87.67
59 67 84.22
97 83 77.99
68 37 90.90
95 38 37.04
36 60 6.28
41 24 36.74
75 39 6.64
34 77 11.68
16 96 22.49
95 7 68.68
24 19 35.70
54 16 32.40
24 84 60.19
30 32 39.27
67 20 22.21
37 62 38.52
96 89 27.31
38 23 64.49
66 91 81.04
7 87 56.31
37 11 20.87
33 17 88.44
65 93 69.84
85 23 24.96
44 42 67.14
67 32 38.57
63 28 39.92
49 66 80.34
65 85 89.09
78 92 98.70
98 29 96.84
89 15 67.74
48 32 88.40
43 17 50.70
71 14 89.69
71 81 12.65
33 96 53.32
36 98 19.36
62 63 20.43
27 41 78.04
32 91 61.86
0 32 6.59
37 32 42.63
68 76 31.17
23 99 10.48
72 22 1.77
53 7 42.55
14 43 60.14
42 5 19.01
55 84 98.22
13 68 56.06
52 20 11.40
6 58 51.69
92 78 47.76
99 1 23.57
21 25 45.25
76 30 51.39
27 97 80.89
29 39 15.10
94 47 41.10
52 12 58.60
2 64 64.42
37 22 26.32
56 14 31.69
51 13 31.22
49 34 14.60
17 62 92.49
44 90 20.19
62 19 14.07
89 65 93.56
48 17 38.70
28 72 9.36
77 61 11.13
35 17 85.64
24 20 65.07
15 69 57.90
83 38 64.90
33 82 28.61
81 96 8.18
20 85 21.61
58 85 67.13
60 14 1.79
26 43 34.00
14 30 16.44
68 55 94.88
35 22 93.89
41 5 57.71
10 90 36.75
68 23 11.88
98 95 96.20
92 5 32.82
56 65 77.33
92 91 95.15
89 57 12.60
55 25 58.37
93 13 64.68
52 6 45.12
1 16 91.19
32 37 24.06
11 35 54.82
27 79 78.01
81 36 32.34
96 80 25.16
7 22 66.62
48 77 43.34
96 23 19.40
66 27 51.71
41 81 6.16
58 13 9.37
99 77 68.53
88 56 6.24
82 37 86.63
41 86 13.51
44 45 17.86
57 45 16.13
95 93 3.19
98 59 71.93
59 0 81.07
37 10 66.35
52 62 38.64
54 50 93.17
36 32 63.73
5 25 26.67
55 70 76.13
27 79 25.73
29 26 31.83
5 24 59.11
61 35 52.68
98 73 3.74
49 77 34.35
80 32 99.32
68 20 77.68
94 25 99.76
9 81 90.72
18 60 17.19
75 89 20.49
74 47 20.02
31 60 66.49
93 59 66.06
65 60 27.09
99 40 17.13
35 9 41.39
68 0 43.35
1 68 26.59
61 14 34.55
3 87 73.35
2 87 71.25
62 71 21.83
21 32 74.16
81 71 60.83
74 93 46.82
83 88 10.50
90 8 72.93
54 9 27.09
89 22 96.44
51 77 86.27
35 31 95.11
54 94 70.45
92 96 62.48
63 77 95.45
8 92 83.24
96 15 7.27
4 90 72.66
65 33 64.62
40 42 90.14
69 91 89.01
1 27 59.12
47 86 50.07
14 78 15.16
67 93 40.09
94 2 11.84
56 50 92.09
8 7 46.27
15 24 26.55
14 64 3.26
65 34 65.23
2 87 23.32
94 34 50.86
57 48 89.25
17 68 6.98
53 62 84.67
86 19 49.33
34 79 10.49
72 94 43.72
95 61 22.33
13 26 9.51
73 80 24.91
61 27 48.86
87 84 46.96
91 53 80.67
89 59 46.46
89 45 26.56
44 80 27.24
5 52 21.17
91 0 71.95
46 65 70.75
34 38 6.56
10 51 36.51
19 38 11.66
81 30 45.18
11 19 77.16
4 61 19.44
67 5 62.12
19 52 44.64
71 54 60.29
36 83 84.45
26 44 33.52
78 84 30.46
68 8 73.35
98 86 96.91
70 75 66.94
83 10 62.53
40 76 84.36
2 95 27.36
8 18 41.31
12 54 26.01
51 81 16.27
99 11 42.03
71 79 78.46
73 30 60.06
38 52 18.83
59 35 95.05
99 75 34.38
50 77 25.15
57 38 30.91
67 2 89.64
11 53 81.05
52 5 45.83
28 76 37.57
13 1 12.97
85 91 35.88
84 50 63.89
45 50 95.73
34 52 81.72
19 10 65.49
23 29 7.34
33 40 89.72
76 44 48.15
30 25 11.08
67 38 50.87
35 75 65.42
54 11 21.68
61 56 80.18
42 43 27.27
53 62 87.31
2 37 3.62
6 22 98.18
15 98 89.28
81 80 17.94
23 48 60.63
67 35 78.39
55 89 89.07
93 2 87.71
33 45 8.69
25 98 74.16
80 53 17.03
63 11 24.94
39 78 78.95
12 59 25.88
9 82 1.31
97 2 17.19
61 9 9.41
36 54 40.85
67 87 8.25
94 64 91.33
35 44 57.56
13 60 12.30
66 51 44.26
66 63 2.59
50 25 95.37
82 22 75.46
49 35 7.30
57 71 10.55
68 39 65.40
76 85 99.12
35 72 99.02
98 37 67.72
73 4 3.40
25 22 93.34
89 72 57.48
87 54 54.46
39 55 62.66
0 12 71.15
15 33 67.63
69 61 59.80
87 96 21.81
2 47 68.69
29 20 26.38
8 97 71.83
2 38 31.92
21 77 5.96
66 16 10.14
95 68 52.86
48 35 74.98
91 4 83.75
20 44 70.49
72 46 91.78
14 76 59.90
60 84 18.12
80 86 67.02
72 59 3.97
70 25 2.43
75 73 68.69
41 21 14.31
91 64 2.70
3 84 32.96
12 9 5.14
19 75 84.94
99 88 76.76
76 20 72.95
43 93 30.98
88 15 4.31
2 43 54.62
53 5 96.66
17 31 15.52
54 1 3.88
15 70 83.02
90 66 23.07
30 99 79.24
51 17 3.43
96 99 29.60
63 6 57.19
6 86 53.46
42 91 63.05
18 8 74.33
1 14 18.58
96 29 65.97
10 72 98.29
28 54 8.38
69 5 89.42
58 53 2.43
84 17 17.76
11 23 86.71
27 66 10.68
48 36 2.85
48 89 53.91
2 85 51.93
78 47 48.01
21 75 83.70
62 97 63.79
73 55 84.26
83 39 41.22
99 3 36.07
53 30 31.34
98 78 23.70
4 78 27.66
76 33 46.11
77 63 62.08
55 84 97.63
87 99 33.01
43 67 62.68
34 27 36.40
37 15 95.83
19 68 65.93
49 10 37.89
80 92 62.75
65 8 39.54
28 23 63.34
65 13 70.84
64 1 42.13
88 96 96.69
48 30 92.47
8 20 24.32
73 91 85.51
88 41 70.39
8 73 81.94
55 38 39.59
80 18 58.32
12 83 74.68
31 99 24.05
75 88 41.07
38 88 92.21
80 48 32.01
38 21 51.50
16 62 47.26
56 22 90.75
88 77 49.92
29 10 50.13
44 22 76.48
21 54 80.15
3 81 66.89
29 71 98.36
38 51 11.96
66 41 1.53
38 57 33.00
51 13 44.25
89 2 97.04
17 83 31.90
12 27 10.18
42 1 2.73
71 4 50.66
89 34 51.68
47 72 97.24
53 90 12.67
33 29 80.47
27 32 73.04
91 22 71.32
85 39 14.89
88 3 60.08
66 45 82.56
50 17 6.41
67 58 69.67
55 57 66.57
43 62 28.10
76 96 4.78
14 75 42.87
70 67 34.10
80 4 27.41
73 44 71.92
46 63 45.11
67 65 26.13
45 33 80.87
9 88 9.69
97 83 21.55
76 59 17.98
35 26 30.99
79 48 4.81
45 29 35.50
3 54 54.94
16 0 72.32
74 20 89.38
54 17 56.77
39 27 25.16
34 76 90.81
43 52 67.38
48 40 34.34
28 19 63.73
28 65 27.88
83 20 39.65
31 36 59.14
94 62 68.90
23 16 74.34
84 8 45.14
86 94 46.86
24 37 7.59
73 85 30.14
48 65 57.36
23 45 23.35
28 29 53.51
39 60 20.77
98 7 68.24
72 79 3.33
80 55 2.62
26 59 91.73
63 16 49.22
0 13 40.04
66 82 93.60
63 15 75.04
92 69 95.12
5 62 74.35
12 66 22.48
42 39 43.95
8 71 10.57
13 98 23.04
94 13 42.10
48 14 90.30
54 32 95.86
84 95 24.77
93 88 6.19
90 45 7.38
89 57 75.80
18 99 67.26
78 59 22.74
93 25 78.15
67 19 88.84
10 20 42.58
67 74 89.58
53 10 51.27
59 4 48.81
34 46 62.03
72 35 99.77
28 5 90.21
23 35 35.69
41 28 36.82
10 47 85.34
92 58 31.46
40 25 13.22
68 30 24.24
95 90 39.53
11 76 54.23
23 48 42.69
93 76 26.38
13 51 48.26
93 45 18.90
50 55 59.32
27 99 12.64
23 39 67.16
46 59 20.73
80 6 95.14
74 53 63.79
74 75 21.01
51 3 67.45
54 65 49.57
99 8 67.51
6 50 70.78
5 50 5.52
96 27 51.47
7 34 21.67
14 84 30.40
83 10 92.37
76 84 97.02
66 87 28.06
18 42 6.36
67 41 2.56
14 48 57.08
41 5 24.24
91 54 57.56
39 61 11.61
68 75 59.79
66 59 6.54
69 87 85.64
47 54 45.12
29 24 5.43
28 91 85.20
87 57 82.42
48 50 57.27
59 93 76.70
49 33 5.99
73 1 54.06
34 19 29.25
4 88 93.35
59 87 68.36
6 68 20.73
94 48 98.03
76 87 69.78
58 35 5.76
7 39 82.14
40 94 24.27
41 77 25.19
12 18 31.64
52 99 23.75
40 34 59.97
60 97 1.62
9 51 27.47
96 63 35.73
84 77 1.27
82 84 42.51
78 77 88.73
51 70 89.03
6 83 18.57
65 35 40.46
36 27 30.71
65 88 40.69
89 49 48.70
89 97 26.49
99 81 9.04
56 64 99.07
52 94 22.53
94 45 40.24
14 3 86.33
52 68 57.57
89 57 8.40
65 74 79.03
87 63 5.72
12 4 13.42
0 4 79.78
17 12 57.42
70 64 27.48
1 10 13.23
54 24 38.87
38 28 36.03
61 70 27.46
12 35 72.13
3 22 71.66
43 86 52.53
81 86 49.45
52 3 62.71
87 26 34.81
20 27 53.50
98 33 8.78
79 71 17.25
32 84 19.35
43 49 44.81
80 52 34.31
80 96 35.54
89 29 74.01
2 81 58.74
79 20 87.81
20 40 83.76
24 38 85.83
52 69 80.35
8 1 24.88
35 44 25.83
49 24 62.23
85 57 39.79
8 46 69.93
70 1 33.43
87 32 85.71
78 53 55.24
0 77 53.26
55 81 18.63
33 89 85.39
95 76 81.99
7 25 79.56
23 11 49.78
35 71 44.16
28 93 12.15
54 80 15.48
48 10 87.96
86 62 84.07
62 17 11.61
11 2 84.82
9 50 25.04
56 57 74.09
80 32 67.28
12 19 39.14
91 99 62.68
23 53 96.65
88 53 29.86
57 39 44.07
56 53 26.11
35 64 55.34
56 25 56.63
54 34 54.83
29 14 12.15
67 26 66.40
76 70 88.48
31 45 11.85
67 33 20.19
13 43 68.76
21 99 11.80
51 86 64.96
32 43 15.61
14 49 43.73
54 30 29.91
77 97 22.89
72 73 65.86
65 5 70.94
12 72 52.64
11 37 97.90
2 58 91.80
45 10 44.94
5 94 41.15
90 8 5.45
9 14 10.94
94 44 24.91
9 16 85.48
43 33 56.35
74 45 33.16
90 9 44.79
50 11 35.29
8 56 29.79
57 13 82.62
49 3 51.41
42 12 88.98
65 58 8.50
37 20 73.36
83 63 74.05
33 89 21.40
8 79 33.62
71 29 79.46
93 90 70.73
29 47 71.38
7 49 96.01
98 43 88.37
3 61 77.35
52 98 84.86
69 81 76.74
92 63 41.91
72 20 79.75
53 88 52.87
43 13 54.79
43 3 39.33
44 96 74.27
39 54 98.20
0 23 30.62
51 59 35.41
84 63 14.25
3 55 13.48
30 79 45.34
81 85 56.67
25 80 38.72
50 23 91.15
83 19 40.60
66 59 77.41
52 11 91.58
90 14 90.60
49 99 66.37
76 2 65.08
18 85 40.89
80 66 51.82
83 43 53.57
99 93 42.41
70 29 95.40
90 95 77.77
12 0 48.92
9 90 88.29
17 40 82.85
41 68 79.46
20 86 20.05
82 18 82.35
78 2 21.25
6 53 88.52
57 24 25.50
80 14 4.47
14 78 23.62
60 39 13.58
72 56 8.75
35 49 22.39
52 21 66.98
55 4 87.85
75 34 41.68
39 40 65.19
48 49 50.52
86 82 37.28
71 96 2.88
9 8 37.90
37 32 33.93
57 19 56.35
45 72 70.24
71 79 16.48
15 54 44.88
62 45 10.03
14 45 52.32
90 83 68.16
32 55 35.33
56 16 1.75
67 53 54.69
86 10 78.02
89 98 33.70
68 96 40.87
74 77 88.72
72 49 2.76
17 23 65.32
1 27 65.17
8 32 66.90
24 45 6.52
29 90 78.08
39 7 6.98
46 48 5.13
76 16 18.75
69 43 76.26
77 67 43.79
98 36 62.63
62 37 49.65
57 97 71.00
61 73 93.09
31 2 69.88
40 93 24.69
57 39 29.69
23 67 26.94
86 37 8.75
78 66 37.92
20 64 38.28
37 26 17.15
81 36 68.85
10 97 1.31
83 80 41.64
99 21 51.89
23 78 45.46
95 53 55.04
35 40 21.50
23 70 32.57
25 90 90.00
64 79 60.12
93 13 7.10
71 23 95.83
22 58 34.85
28 58 99.21
76 81 96.92
67 28 32.09
73 15 21.48
69 38 41.33
82 16 35.45
60 80 65.45
65 25 81.00
57 48 53.08
99 23 73.79
21 51 14.02
16 27 95.45
41 94 49.78
71 20 1.95
42 41 58.69
83 23 58.95
18 84 39.98
81 49 17.93
9 58 60.66
12 9 69.47
22 82 85.00
93 50 59.13
46 91 36.33
26 15 70.64
74 57 83.55
13 92 7.63
15 10 30.89
2 44 14.45
15 5 63.39
76 18 74.55
12 92 81.78
99 85 84.30
14 31 79.01
28 58 97.01
61 84 59.78
84 97 7.64
82 65 74.04
16 67 26.44
99 82 43.84
40 10 79.30
43 22 7.63
29 74 39.83
65 40 72.37
44 68 55.02
39 30 87.71
90 66 30.16
86 0 39.30
44 16 55.11
46 15 94.53
5 7 19.22
83 3 95.65
52 84 11.81
7 49 23.85
46 93 68.09
42 32 16.17
13 6 47.07
13 53 2.92
81 16 83.22
48 14 8.35
56 22 11.79
11 4 21.85
95 13 70.74
96 10 92.01
41 75 68.29
74 75 32.29
1 88 25.45
66 54 56.90
75 35 43.47
30 84 24.57
42 92 23.89
90 55 18.86
38 2 24.65
45 98 53.28
47 39 50.01
95 65 61.90
66 52 9.62
20 87 18.50
7 42 10.61
91 12 10.06
35 55 20.31
42 55 51.40
44 20 53.24
42 43 47.08
82 46 9.22
99 71 2.66
18 37 20.54
2 9 94.32
62 17 12.57
3 60 53.39
39 48 18.11
17 90 99.69
81 35 6.92
43 29 65.42
51 63 73.94
7 63 44.35
9 11 55.08
19 28 24.53
88 87 3.59
0 11 90.71
48 90 98.14
91 76 56.97
26 83 68.03
7 86 26.18
71 34 91.55
34 54 59.57
19 64 47.14
54 35 29.02
4 75 22.47
9 75 68.31
5 76 32.27
19 67 94.91
67 45 64.48
5 4 98.46
99 75 7.39
0 61 58.67
34 80 47.17
83 87 24.90
60 91 66.27
77 52 45.63
56 9 7.77
26 81 2.95
24 48 95.63
57 5 8.07
77 5 56.39
31 5 3.39
39 92 50.19
16 75 52.88
27 36 34.99
66 65 98.09
80 21 34.91
22 99 41.59
83 75 75.10
41 33 4.46
3 10 52.86
24 45 97.02
16 77 33.45
92 48 92.79
80 10 19.39
97 76 89.62
70 3 67.63
22 60 47.58
97 16 23.16
30 78 5.81
92 45 43.85
85 70 84.28
70 38 74.90
22 82 18.41
50 14 94.90
48 11 70.48
26 34 79.98
26 56 31.07
13 53 56.26
41 36 84.92
25 80 66.43
2 18 60.79
76 88 99.12
79 10 31.84
30 13 51.70
43 61 22.18
84 40 39.90
28 66 69.79
33 32 39.07
54 73 98.70
5 98 27.85
54 52 32.28
25 80 10.01
35 11 92.49
27 41 74.52
33 36 73.47
55 20 78.97
59 49 58.65
71 34 59.08
37 40 3.42
90 97 94.49
24 52 78.12
28 77 37.61
20 12 46.85
75 91 24.26
42 77 63.74
75 32 36.76
48 92 22.31
40 63 50.46
11 52 77.47
8 95 88.26
56 71 49.27
8 0 20.27
40 20 99.39
36 95 20.46
74 90 32.19
0 17 56.76
46 66 34.06
94 6 32.88
27 69 91.29
