500 1000
442 188 143.74
127 6 835.10
432 378 508.67
365 212 97.08
371 16 337.52
40 31 22.47
9 17 867.04
497 50 548.06
336 103 254.59
338 291 506.66
122 304 768.49
431 178 557.77
147 136 507.76
424 329 514.24
412 196 557.63
383 355 318.57
385 363 319.86
361 317 878.73
93 78 1105.55
29 464 893.75
446 422 206.52
496 455 472.70
439 345 655.76
5 127 648.90
300 195 813.54
271 422 325.50
352 54 513.08
101 351 340.05
190 377 629.36
181 102 466.43
73 416 440.53
309 458 610.18
279 22 623.76
276 372 460.30
100 305 98.01
189 46 746.17
227 185 705.41
353 18 681.69
382 359 335.63
498 182 625.16
406 269 964.68
104 258 499.14
323 57 725.25
110 365 392.94
434 143 77.13
319 8 408.48
59 129 379.43
466 191 393.86
151 242 361.57
415 104 620.30
400 104 524.08
2 479 550.57
141 356 481.00
498 23 377.00
67 348 506.66
57 473 636.66
469 162 350.80
84 144 402.97
219 46 167.24
9 154 500.02
41 328 889.38
162 452 63.51
309 480 156.28
143 313 750.42
223 411 313.29
417 123 866.11
367 419 443.81
454 361 807.23
127 452 730.73
236 194 626.42
152 294 499.79
20 121 598.82
265 175 527.75
2 274 299.07
181 395 508.08
455 195 932.44
347 264 470.16
176 491 648.00
77 251 618.62
254 346 361.45
226 121 586.85
118 180 306.24
482 245 473.45
133 71 299.74
292 285 360.00
365 164 381.91
259 321 696.52
120 24 887.25
348 474 734.65
299 382 217.88
369 106 536.54
77 216 765.15
370 105 944.88
59 300 397.56
356 165 364.08
498 82 849.27
287 116 365.27
263 121 361.81
214 248 870.81
192 358 186.57
385 409 508.18
22 144 426.77
230 494 966.89
169 431 745.99
313 41 560.03
426 242 749.35
257 148 453.53
348 169 737.47
300 204 487.57
334 299 281.34
287 473 306.15
267 50 407.75
447 481 387.62
298 491 999.03
191 183 596.12
401 65 867.87
180 483 448.07
411 349 572.06
414 231 190.54
21 227 353.90
272 447 934.23
470 382 690.29
447 318 747.50
403 248 531.24
374 237 522.27
399 161 462.17
63 166 254.40
63 10 492.98
0 361 750.93
1 43 414.95
397 254 271.81
109 77 270.65
238 20 249.55
278 152 244.40
252 299 392.44
232 376 215.37
98 54 430.85
110 45 645.07
372 13 224.59
145 246 290.00
251 396 22.02
260 166 375.82
63 323 774.49
176 415 459.46
37 29 601.28
458 286 683.32
136 67 820.44
363 374 363.55
440 493 731.22
378 44 766.04
144 110 292.36
420 242 338.38
164 31 680.54
139 388 264.49
44 137 906.38
487 147 83.74
33 99 541.21
165 448 523.44
422 341 646.28
363 311 212.68
223 174 474.09
97 211 1073.46
241 312 511.49
85 33 822.22
305 463 640.12
77 449 641.66
426 350 461.55
43 442 391.34
381 183 304.14
183 277 284.86
172 22 349.99
277 205 276.88
121 442 210.00
154 395 217.86
136 369 710.58
207 211 623.26
43 304 260.25
422 137 712.69
117 7 691.46
170 274 624.32
322 248 109.18
224 100 278.19
98 119 247.16
43 331 854.08
302 78 57.97
460 326 392.75
100 237 888.69
32 73 580.91
180 186 488.13
468 168 452.29
55 27 432.23
379 451 510.42
332 301 995.86
88 301 740.52
160 258 487.44
75 482 100.85
358 151 654.49
435 456 477.85
271 478 639.10
139 425 632.40
408 100 601.61
252 8 223.83
337 284 667.79
433 369 557.37
322 401 676.58
37 229 682.21
429 416 832.07
180 113 229.49
69 268 431.52
414 229 604.91
27 489 105.69
212 237 529.55
141 147 343.37
46 264 396.30
477 185 741.64
189 385 391.23
285 441 255.36
245 475 258.12
77 178 782.67
196 399 369.96
431 234 441.94
129 212 413.03
2 161 320.34
325 72 514.30
430 91 269.16
301 309 239.02
433 365 391.67
46 426 600.83
364 92 142.05
190 193 255.38
130 379 463.00
430 267 330.63
173 27 431.89
242 250 565.98
57 439 760.00
2 489 267.51
25 483 159.13
53 379 732.49
144 231 379.72
303 74 602.22
322 105 707.48
235 255 512.44
322 282 795.58
33 39 821.03
226 223 394.68
232 356 682.31
455 15 623.03
124 480 281.33
42 218 164.15
82 100 676.47
9 84 478.35
441 386 481.71
67 494 835.16
266 212 270.51
225 69 420.03
138 400 410.26
26 226 833.29
7 201 458.18
360 41 19.42
240 86 748.97
116 324 506.23
295 423 491.17
191 271 328.03
403 234 677.71
341 486 158.68
186 351 523.89
422 479 586.20
89 490 101.00
325 207 864.82
54 403 274.24
129 44 865.09
303 155 717.02
270 162 548.84
208 130 565.39
55 448 568.49
69 172 1076.94
125 364 326.59
95 316 410.38
487 351 329.24
402 328 278.82
189 440 177.19
31 111 493.00
271 473 841.49
453 97 671.28
180 7 787.56
0 309 453.91
404 155 237.30
465 174 137.57
169 25 491.11
157 225 307.42
326 226 867.74
249 451 180.43
442 344 511.03
119 429 603.43
47 374 395.07
109 236 355.69
166 141 446.25
200 438 618.62
466 153 451.08
387 146 838.32
161 239 587.55
456 65 860.43
246 273 765.03
91 415 616.88
298 248 76.90
492 124 724.20
474 241 525.28
427 416 487.37
438 399 578.94
197 485 929.55
125 307 856.07
74 291 378.76
300 274 641.03
81 266 345.90
427 468 340.27
264 440 324.70
207 220 350.75
357 453 599.81
345 449 468.11
221 144 293.31
197 213 909.40
120 24 887.25
455 400 495.96
292 393 860.85
299 342 562.00
230 424 910.53
1 304 669.43
67 153 1141.27
78 149 322.82
271 358 762.08
117 35 604.33
298 177 327.61
108 156 700.13
482 453 579.03
105 203 235.87
449 154 815.91
269 70 431.42
30 224 594.53
470 175 285.79
469 121 345.47
17 199 399.95
397 18 846.52
356 464 597.45
171 434 164.60
113 442 309.63
144 83 630.23
477 443 491.71
112 85 657.66
451 94 429.62
391 408 583.89
150 340 716.89
62 271 276.12
262 445 627.23
347 84 849.66
120 316 315.15
205 137 276.97
367 102 700.78
7 223 268.00
419 178 494.10
10 384 471.39
472 154 391.34
319 301 494.54
97 431 870.57
239 400 210.38
378 130 302.42
308 380 695.16
322 223 502.64
151 85 486.05
168 498 556.90
169 288 766.65
166 227 504.96
277 33 746.25
329 284 266.05
257 100 987.26
314 267 622.72
485 138 493.40
421 304 888.96
439 371 210.02
236 30 144.01
271 466 410.57
12 80 610.48
346 335 582.66
303 349 610.38
420 323 459.29
199 441 395.34
463 365 351.03
168 240 881.88
398 498 540.59
376 155 346.60
450 42 284.21
274 435 531.68
180 48 987.90
240 471 423.62
271 328 689.18
2 42 299.08
146 366 572.22
474 492 903.26
201 129 808.14
193 473 211.95
304 392 267.80
415 267 713.57
257 83 196.60
359 155 806.20
433 235 339.51
163 384 452.65
129 289 439.32
319 309 276.02
337 411 501.17
133 108 195.90
239 487 595.43
3 237 402.24
353 329 293.97
81 407 781.09
311 274 449.67
380 115 181.46
166 295 945.60
383 275 378.19
379 242 654.05
283 164 824.30
330 298 216.00
48 459 343.82
87 368 826.36
121 277 174.42
131 106 315.22
385 223 166.68
93 240 122.33
460 298 655.60
70 42 649.38
205 381 402.91
316 86 371.93
348 335 613.78
233 231 744.19
462 112 426.30
326 245 681.90
277 8 151.86
43 177 745.02
319 483 417.61
397 440 635.97
260 29 114.49
46 497 708.24
252 491 332.57
238 212 638.44
290 308 240.15
106 347 601.70
41 423 555.62
433 389 104.79
110 167 419.55
473 72 346.83
131 151 298.94
170 260 577.73
159 213 67.36
290 478 304.00
48 187 488.06
271 308 518.74
216 169 804.49
306 320 131.86
13 44 664.97
385 155 270.70
204 491 706.61
2 97 572.90
266 288 423.54
338 228 210.62
307 163 529.92
301 290 880.71
314 471 760.89
51 325 479.01
36 193 426.72
156 85 1182.85
380 279 399.60
245 449 459.05
448 403 633.76
269 313 1228.33
299 6 372.33
468 3 491.01
498 471 761.88
452 116 456.87
111 291 504.01
345 418 510.08
454 498 365.31
208 121 657.51
469 111 422.62
298 357 691.02
304 454 919.35
294 185 192.42
85 40 624.03
134 386 704.26
295 255 748.35
199 95 726.75
262 168 579.89
450 112 347.40
491 403 792.77
228 102 341.57
46 425 415.03
20 352 1038.09
423 80 690.38
325 244 814.68
192 124 461.19
102 348 287.64
430 396 641.72
385 16 424.01
288 371 220.74
402 436 195.06
127 101 333.20
31 241 292.43
121 481 223.14
353 112 558.46
236 433 661.73
214 282 217.89
359 86 752.20
487 282 502.84
167 312 843.28
27 211 226.63
436 129 819.34
59 367 882.75
377 297 124.04
383 18 576.39
168 137 57.27
454 295 859.54
238 337 554.69
36 360 476.77
170 241 552.02
324 407 703.95
175 39 493.43
41 34 772.37
477 28 681.90
316 496 196.87
341 195 869.54
207 277 470.92
324 119 816.95
496 54 252.03
416 231 499.80
424 84 680.70
368 230 58.31
232 459 24.08
67 120 219.65
171 237 778.03
362 495 341.23
496 389 537.63
386 38 801.24
423 364 705.98
66 91 415.69
360 407 490.65
287 420 446.27
37 111 170.66
391 33 568.25
17 307 860.07
265 293 841.82
243 485 212.42
23 327 427.18
444 442 824.76
448 467 841.66
32 162 266.12
463 28 690.24
51 349 388.54
66 474 252.84
65 485 913.08
65 278 817.90
392 352 857.33
198 429 310.01
316 89 352.70
315 185 160.85
248 432 684.00
479 343 309.74
417 354 680.29
171 214 494.00
297 471 255.27
133 496 252.07
209 36 521.85
198 128 510.02
362 263 357.24
113 427 798.43
41 5 440.41
132 91 164.65
287 300 430.40
32 454 849.60
337 132 516.28
386 168 806.31
476 155 631.92
23 499 714.37
221 172 324.10
322 255 985.12
353 307 614.65
251 414 625.54
343 449 324.76
42 205 172.24
65 155 704.90
484 106 456.87
13 468 219.23
50 152 195.32
120 434 50.99
106 458 554.97
67 492 699.14
478 395 439.27
499 1 920.67
246 221 360.74
25 68 217.83
476 230 53.60
375 227 731.93
497 218 194.67
29 39 315.32
275 94 339.51
47 259 536.42
52 412 684.78
228 102 341.57
64 348 673.72
37 22 728.61
158 456 48.51
14 137 464.71
351 13 717.95
490 449 849.19
234 368 654.83
17 62 1065.50
98 244 932.01
290 447 322.90
462 319 124.02
339 89 913.06
265 386 911.56
348 317 434.14
150 428 766.17
272 66 184.36
277 161 228.35
88 435 145.44
117 102 650.01
424 320 217.72
467 415 823.17
269 54 286.02
283 138 342.24
116 233 288.32
382 258 454.47
181 196 440.32
429 20 951.06
285 194 150.84
258 485 425.35
12 260 261.30
414 136 306.99
326 43 90.71
297 414 258.45
330 266 483.18
368 255 943.11
86 335 516.80
22 207 186.80
241 305 408.05
197 210 583.89
390 431 261.12
468 423 267.23
479 398 426.91
295 264 459.23
92 405 464.35
101 456 599.74
165 15 370.71
92 491 119.71
58 389 551.06
257 241 595.51
155 125 259.89
496 93 471.18
313 18 1091.74
152 406 572.10
175 201 736.50
116 65 860.82
132 437 944.41
341 111 387.49
335 136 828.16
227 279 560.42
42 181 211.53
236 59 943.98
196 180 860.61
403 107 449.07
422 160 138.41
348 77 588.95
138 196 78.49
23 303 551.37
66 27 361.60
209 241 397.71
81 178 739.18
158 213 299.01
115 499 687.40
177 450 647.41
488 256 724.03
81 382 721.59
437 317 1034.17
441 486 97.62
350 344 390.47
445 272 880.83
357 145 492.40
201 495 452.60
193 76 692.26
298 259 314.16
104 359 246.43
0 185 955.19
37 10 519.28
250 152 677.97
362 279 730.46
454 350 491.71
232 325 605.42
205 25 145.25
163 55 598.56
370 108 739.86
327 79 179.63
105 29 129.88
426 298 927.33
105 224 759.05
57 61 240.90
435 409 630.13
98 473 468.18
272 349 868.05
477 134 263.46
480 432 570.22
484 368 582.07
320 68 573.97
194 25 289.83
93 209 115.74
81 315 168.62
318 260 528.35
246 275 570.06
289 172 680.65
74 247 514.84
248 131 102.73
160 184 101.67
393 259 206.52
9 165 381.01
460 338 621.57
299 440 250.46
122 135 727.19
309 442 592.61
55 355 427.38
468 0 498.04
64 401 250.95
168 234 165.08
161 414 354.09
10 303 516.91
87 84 774.04
402 187 527.00
67 62 35.61
371 312 632.34
321 232 570.47
477 281 780.14
71 128 96.21
74 193 397.33
115 383 391.37
488 22 580.58
90 308 345.93
23 154 330.81
209 43 901.85
389 222 482.31
457 251 116.38
377 396 597.44
335 131 430.17
84 254 430.51
194 307 398.08
67 367 768.41
392 396 435.78
1 463 761.37
377 75 451.28
8 492 664.90
310 496 425.18
15 252 267.33
304 390 160.82
406 365 515.24
433 147 439.79
440 242 105.30
398 169 373.43
491 85 1094.91
301 427 860.56
192 347 481.14
86 111 308.24
214 478 310.54
359 67 174.26
293 236 488.70
494 302 657.19
81 156 208.06
150 96 286.53
408 307 107.69
338 315 352.63
24 123 584.51
314 464 92.35
217 65 371.32
134 208 226.55
2 287 478.52
487 194 489.41
134 74 330.71
157 348 729.54
52 17 764.75
268 198 755.05
253 262 374.43
0 186 889.03
419 2 260.91
134 179 908.63
161 472 412.57
494 186 273.72
95 161 627.58
2 313 620.02
226 488 401.40
373 80 951.80
275 361 699.69
127 409 750.25
287 284 870.89
110 191 210.20
153 378 763.63
389 259 812.60
492 389 981.24
445 263 513.85
244 80 1164.35
443 405 729.61
52 289 482.54
91 0 633.59
450 446 677.02
165 28 639.05
434 38 942.50
461 210 430.41
251 88 242.96
119 38 590.93
224 81 96.05
230 378 983.72
311 119 776.34
137 304 369.82
361 434 775.02
67 105 210.77
14 362 1035.21
362 419 812.64
152 306 90.69
271 454 273.70
252 436 652.32
483 186 236.03
326 444 889.43
248 78 730.00
384 220 430.76
468 108 48.08
301 198 168.01
486 113 528.39
170 475 546.21
269 383 714.18
410 188 615.51
340 276 269.47
51 202 497.15
195 55 860.05
8 318 142.67
9 112 655.64
254 344 355.07
151 81 642.85
140 399 739.50
11 24 327.35
471 479 490.55
133 273 620.95
30 471 241.51
238 52 676.30
299 359 322.47
435 209 703.76
399 275 314.27
337 450 363.00
477 385 478.20
357 338 590.98
203 367 517.13
302 458 857.69
211 453 591.40
391 352 651.08
