1000 200000
112 195 84.57
194 196 30.78
83 197 51.39
159 198 84.08
62 199 37.00
125 200 27.50
42 201 42.92
130 202 41.48
143 203 70.32
163 204 21.43
176 205 30.32
113 206 62.17
108 207 68.26
2 208 86.55
120 209 8.75
109 210 5.31
149 211 49.24
68 212 86.23
74 213 17.82
168 214 44.34
137 215 38.61
120 216 42.31
139 217 68.85
69 218 51.34
184 219 79.58
20 220 18.86
134 221 26.54
72 222 2.04
92 223 3.13
201 224 94.56
207 225 79.97
101 226 3.21
192 227 33.97
115 228 28.83
155 229 58.76
206 230 4.60
57 231 43.01
212 232 76.90
100 233 28.70
24 234 50.04
203 235 99.01
47 236 17.17
76 237 47.94
51 238 19.34
49 239 5.80
20 240 59.95
204 241 12.78
86 242 13.97
227 243 50.62
113 244 95.53
56 245 13.98
112 246 5.76
59 247 45.04
159 248 66.86
118 249 9.90
26 250 80.03
32 251 83.80
200 252 33.45
146 253 14.41
114 254 80.81
230 255 64.70
64 256 3.96
66 257 2.93
34 258 22.23
173 259 57.73
232 260 60.93
57 261 16.90
220 262 26.70
109 263 47.35
37 264 33.69
180 265 9.45
65 266 64.16
199 267 9.91
90 268 24.00
134 269 48.41
239 270 41.52
209 271 44.57
94 272 88.60
191 273 60.41
53 274 98.05
248 275 27.59
2 276 87.85
224 277 24.68
143 278 4.43
48 279 7.10
164 280 27.28
202 281 49.83
84 282 7.82
153 283 87.04
213 284 81.06
47 285 34.63
8 286 47.56
125 287 66.06
274 288 24.70
174 289 45.98
98 290 43.62
152 291 80.74
85 292 16.07
48 293 45.02
285 294 75.45
274 295 55.62
45 296 65.68
258 297 92.15
201 298 63.18
294 299 3.32
253 300 14.64
164 301 65.81
200 302 15.14
163 303 96.35
144 304 57.34
155 305 60.60
119 306 14.92
90 307 31.42
116 308 45.76
282 309 48.49
169 310 26.56
44 311 22.93
45 312 8.55
51 313 63.74
204 314 93.28
59 315 14.96
173 316 3.00
206 317 68.11
95 318 11.65
267 319 54.98
259 320 6.81
22 321 67.95
241 322 55.91
172 323 49.71
192 324 73.81
237 325 21.88
303 326 1.30
220 327 90.61
57 328 57.89
210 329 78.58
103 330 20.40
276 331 58.08
74 332 72.32
176 333 38.54
245 334 89.66
15 335 50.95
44 336 8.10
284 337 16.19
52 338 17.27
190 339 63.69
27 340 62.10
166 341 89.44
48 342 28.38
66 343 70.26
314 344 34.39
343 345 36.43
19 346 41.37
147 347 75.20
295 348 19.71
296 349 95.65
54 350 6.26
84 351 4.84
38 352 64.50
288 353 75.38
289 354 83.94
260 355 70.84
137 356 23.63
143 357 8.45
250 358 40.33
153 359 36.27
24 360 26.53
106 361 27.51
36 362 65.22
186 363 79.59
312 364 15.45
24 365 92.30
327 366 21.85
223 367 33.07
47 368 16.17
57 369 66.12
274 370 46.51
106 371 45.14
57 372 96.25
327 373 20.15
199 374 30.29
263 375 10.30
373 376 27.13
170 377 22.72
250 378 38.52
204 379 75.27
216 380 76.56
197 381 72.68
251 382 63.70
342 383 82.76
83 384 13.20
85 385 77.97
212 386 84.85
303 387 27.85
241 388 74.69
68 389 17.67
39 390 2.42
244 391 59.79
312 392 62.78
178 393 19.89
65 394 82.83
241 395 53.27
242 396 61.73
177 397 56.80
209 398 30.70
339 399 4.29
72 400 87.45
138 401 1.61
150 402 4.36
90 403 53.39
286 404 74.46
98 405 82.02
48 406 96.03
326 407 4.43
229 408 23.33
206 409 59.11
21 410 17.49
36 411 64.54
246 412 37.33
54 413 3.64
35 414 59.90
229 415 9.93
306 416 87.18
75 417 19.64
19 418 38.00
391 419 68.59
49 420 42.10
328 421 87.34
185 422 91.43
118 423 95.94
330 424 14.10
89 425 19.92
378 426 66.43
249 427 8.80
321 428 4.80
318 429 69.79
149 430 17.37
351 431 11.05
316 432 88.25
240 433 94.09
151 434 1.72
338 435 37.71
175 436 13.29
219 437 79.94
359 438 15.83
352 439 18.48
99 440 30.92
391 441 58.52
26 442 20.87
97 443 99.11
272 444 76.77
424 445 87.37
244 446 47.61
435 447 96.69
154 448 27.11
348 449 61.11
281 450 53.46
335 451 69.64
269 452 22.87
246 453 69.47
305 454 25.46
225 455 65.63
141 456 24.36
49 457 51.73
18 458 89.48
240 459 67.90
214 460 19.73
181 461 59.39
394 462 52.69
267 463 2.19
127 464 46.85
36 465 6.63
97 466 60.12
298 467 65.06
281 468 24.85
274 469 19.69
182 470 21.48
232 471 4.68
0 472 8.48
241 473 88.07
338 474 6.25
156 475 63.21
144 476 11.24
383 477 90.31
250 478 77.67
184 479 41.74
368 480 53.80
316 481 23.83
157 482 22.63
447 483 94.92
2 484 22.42
187 485 94.78
301 486 97.94
446 487 86.74
20 488 53.88
369 489 3.38
62 490 30.77
339 491 83.10
425 492 87.19
228 493 3.95
435 494 64.90
379 495 88.39
354 496 91.05
253 497 31.63
464 498 99.11
393 499 59.15
342 500 40.15
11 501 63.42
77 502 52.40
107 503 43.50
161 504 24.97
63 505 64.40
410 506 11.47
23 507 94.75
266 508 20.89
301 509 62.52
245 510 42.38
333 511 3.50
7 512 62.13
231 513 46.10
180 514 59.67
281 515 81.76
12 516 58.19
162 517 36.91
40 518 94.35
193 519 15.86
510 520 25.30
48 521 73.05
331 522 26.75
38 523 33.42
163 524 65.50
300 525 31.43
313 526 45.85
169 527 40.31
279 528 67.06
354 529 68.21
264 530 89.66
215 531 25.55
498 532 94.16
332 533 57.43
401 534 40.87
346 535 7.83
185 536 51.55
523 537 99.94
405 538 47.69
230 539 23.93
485 540 28.30
121 541 20.07
325 542 87.29
107 543 80.12
166 544 44.79
524 545 80.07
51 546 97.30
429 547 81.30
210 548 66.08
73 549 79.98
151 550 11.02
7 551 71.12
513 552 66.69
424 553 38.86
220 554 4.41
398 555 26.56
215 556 16.15
280 557 4.86
225 558 5.02
207 559 56.80
225 560 32.30
93 561 82.25
500 562 41.49
417 563 21.07
289 564 2.29
72 565 13.52
375 566 86.86
497 567 72.88
525 568 54.70
168 569 66.92
495 570 72.53
344 571 88.82
15 572 38.12
562 573 90.14
229 574 76.65
390 575 89.94
520 576 82.80
576 577 37.56
400 578 35.75
157 579 30.86
547 580 57.68
167 581 48.34
167 582 27.03
99 583 97.09
458 584 31.97
26 585 38.84
11 586 56.50
61 587 91.19
328 588 20.34
27 589 35.76
110 590 28.25
584 591 4.95
92 592 96.89
118 593 34.35
207 594 98.13
594 595 68.67
275 596 7.60
378 597 99.36
99 598 37.24
110 599 14.35
544 600 60.47
194 601 71.71
479 602 78.85
464 603 10.59
243 604 44.22
157 605 94.18
447 606 70.05
471 607 81.53
401 608 39.63
80 609 98.58
69 610 79.10
208 611 92.59
177 612 83.27
347 613 19.33
541 614 88.40
506 615 87.73
37 616 83.86
117 617 64.84
87 618 22.33
438 619 60.90
66 620 19.78
235 621 37.03
38 622 53.21
564 623 55.77
273 624 33.44
196 625 29.61
232 626 21.61
116 627 97.24
303 628 14.15
53 629 24.40
229 630 48.24
332 631 50.43
440 632 70.56
476 633 93.82
559 634 88.70
6 635 57.45
187 636 9.80
250 637 96.32
282 638 12.03
485 639 53.86
30 640 6.44
13 641 56.02
624 642 4.67
182 643 30.93
420 644 68.83
580 645 19.37
35 646 65.45
191 647 48.18
417 648 83.07
273 649 27.91
86 650 95.71
443 651 79.26
270 652 77.84
223 653 66.53
151 654 27.67
174 655 33.35
52 656 2.86
4 657 59.16
311 658 41.63
208 659 23.36
13 660 43.42
30 661 26.54
288 662 10.53
33 663 43.88
495 664 15.71
170 665 64.37
258 666 55.16
312 667 15.93
608 668 19.21
317 669 21.86
220 670 1.85
126 671 77.99
317 672 42.58
72 673 9.24
427 674 26.24
576 675 92.67
240 676 72.33
318 677 76.53
293 678 91.92
453 679 74.45
482 680 90.21
260 681 18.06
260 682 81.45
676 683 77.36
263 684 14.45
395 685 45.54
578 686 52.43
382 687 18.01
507 688 59.68
421 689 77.22
1 690 56.85
75 691 53.57
520 692 88.10
23 693 11.03
309 694 49.51
203 695 86.66
527 696 23.29
259 697 84.08
687 698 36.71
328 699 4.40
19 700 59.66
244 701 64.46
629 702 71.46
304 703 6.11
385 704 7.72
128 705 16.05
431 706 52.23
559 707 91.74
255 708 97.72
31 709 20.36
137 710 86.24
647 711 85.95
420 712 10.75
58 713 13.27
480 714 31.46
370 715 95.62
426 716 64.61
615 717 2.22
51 718 41.55
483 719 66.20
396 720 88.66
323 721 11.83
22 722 49.88
409 723 80.22
346 724 5.33
132 725 93.83
247 726 6.61
685 727 99.10
721 728 49.80
358 729 61.81
700 730 28.05
505 731 70.39
671 732 17.52
374 733 27.72
293 734 77.94
425 735 6.34
311 736 74.17
123 737 7.49
570 738 19.73
662 739 70.65
403 740 86.29
223 741 14.63
56 742 44.25
505 743 8.25
166 744 25.11
560 745 73.32
665 746 26.50
210 747 43.80
289 748 15.31
372 749 1.09
257 750 63.44
686 751 58.85
172 752 22.59
551 753 60.67
723 754 52.05
397 755 64.38
723 756 94.79
394 757 30.25
211 758 90.74
30 759 32.10
100 760 6.56
477 761 67.00
304 762 48.13
586 763 74.08
332 764 80.33
125 765 54.69
461 766 79.59
701 767 80.39
194 768 77.89
35 769 42.50
323 770 71.37
647 771 67.29
544 772 83.89
770 773 5.21
357 774 34.03
634 775 89.48
46 776 40.73
487 777 70.65
268 778 66.29
426 779 50.30
638 780 18.89
103 781 89.39
472 782 17.54
640 783 98.66
103 784 10.82
340 785 24.37
617 786 47.04
698 787 47.35
617 788 87.19
128 789 5.57
786 790 86.87
460 791 59.81
748 792 50.54
401 793 15.45
722 794 74.19
785 795 62.45
296 796 68.74
297 797 89.56
662 798 21.60
737 799 79.70
233 800 29.37
463 801 12.62
288 802 93.72
331 803 6.34
59 804 10.53
82 805 2.13
67 806 4.96
535 807 23.99
745 808 90.40
4 809 70.33
76 810 3.20
796 811 56.67
277 812 83.61
380 813 56.22
568 814 34.44
172 815 35.64
193 816 38.99
450 817 38.22
158 818 6.23
690 819 13.62
23 820 53.47
178 821 12.15
243 822 74.69
120 823 11.94
686 824 72.59
99 825 29.68
712 826 14.04
509 827 45.72
174 828 31.58
360 829 1.86
710 830 36.85
9 831 27.83
112 832 82.76
453 833 7.55
241 834 8.61
694 835 3.74
68 836 33.92
282 837 18.52
78 838 49.03
599 839 72.69
718 840 10.72
531 841 95.40
427 842 86.72
145 843 20.40
524 844 42.05
97 845 82.32
257 846 56.76
316 847 52.74
622 848 74.21
318 849 27.50
129 850 78.45
276 851 42.90
33 852 44.14
33 853 19.97
725 854 88.87
132 855 13.79
133 856 93.04
449 857 22.34
335 858 49.31
578 859 97.06
285 860 62.00
611 861 68.26
195 862 88.54
340 863 57.28
383 864 79.28
334 865 44.56
458 866 14.03
255 867 69.09
450 868 46.88
811 869 49.34
663 870 79.73
367 871 34.33
348 872 70.33
356 873 52.53
850 874 96.41
55 875 9.99
161 876 28.97
30 877 76.18
445 878 97.24
614 879 79.26
465 880 17.24
706 881 34.24
760 882 10.28
542 883 86.44
10 884 90.39
220 885 90.91
516 886 96.92
865 887 42.88
222 888 79.91
263 889 85.88
535 890 44.00
236 891 34.74
490 892 72.12
660 893 88.49
187 894 43.38
66 895 45.87
215 896 90.56
773 897 88.89
755 898 81.44
97 899 56.00
326 900 11.12
857 901 41.95
660 902 71.14
593 903 74.29
184 904 78.24
765 905 27.38
325 906 55.05
558 907 93.22
545 908 71.04
137 909 95.52
862 910 49.45
135 911 73.03
621 912 20.50
32 913 39.85
263 914 37.26
343 915 72.77
22 916 41.75
87 917 54.42
311 918 97.56
510 919 62.95
645 920 87.88
217 921 97.05
675 922 50.45
627 923 69.10
529 924 71.98
181 925 34.90
455 926 6.01
182 927 60.44
832 928 68.86
506 929 26.44
694 930 94.14
86 931 52.50
469 932 12.94
115 933 47.78
638 934 34.63
634 935 85.30
798 936 99.06
746 937 64.44
323 938 72.61
576 939 69.99
886 940 97.15
934 941 65.02
356 942 11.84
913 943 27.66
505 944 24.74
616 945 84.82
506 946 51.32
268 947 53.76
354 948 43.24
33 949 72.75
224 950 11.28
464 951 98.38
858 952 40.39
17 953 58.84
713 954 95.35
784 955 56.59
908 956 32.73
753 957 94.67
175 958 46.06
427 959 23.26
247 960 74.43
638 961 87.68
765 962 44.40
629 963 88.00
521 964 41.99
690 965 63.50
677 966 18.79
130 967 61.60
179 968 24.69
357 969 70.18
611 970 48.27
873 971 12.56
334 972 47.37
237 973 23.56
881 974 28.55
923 975 62.23
112 976 52.90
365 977 27.74
261 978 90.35
259 979 82.94
209 980 75.49
617 981 83.60
114 982 8.32
558 983 51.46
117 984 64.64
197 985 51.06
422 986 47.41
45 987 91.90
757 988 68.85
536 989 86.21
787 990 60.28
848 991 98.39
543 992 97.34
442 993 9.49
450 994 40.86
722 995 20.03
870 996 37.88
85 997 9.64
46 998 47.83
553 999 76.22
367 102 27.28
223 419 88.90
510 384 57.75
154 319 54.15
597 431 52.53
900 378 77.66
808 380 18.52
223 651 33.87
668 998 42.51
288 166 2.62
777 533 82.37
784 757 10.52
314 267 31.46
138 421 38.61
939 371 93.19
30 271 46.11
12 80 85.73
335 303 45.37
920 323 7.64
441 963 16.74
168 740 37.32
998 876 81.28
950 542 41.53
935 680 31.52
240 971 11.54
328 2 92.77
146 366 85.70
992 701 80.77
193 973 15.86
392 415 34.16
757 583 12.90
655 933 77.36
663 884 18.43
289 819 90.86
337 411 50.82
108 739 48.83
503 237 62.54
329 581 10.49
811 774 24.54
615 166 47.20
383 275 80.10
242 283 6.61
330 298 34.23
959 587 94.45
621 277 26.86
606 385 22.65
593 240 27.94
298 570 28.45
705 381 68.55
86 348 55.88
233 731 6.17
612 326 54.75
277 8 83.91
177 319 35.16
897 940 38.03
29 546 4.05
252 491 25.00
712 790 86.57
106 847 70.55
923 933 90.78
610 167 81.43
572 131 54.41
170 760 86.07
713 290 94.84
548 187 71.58
308 216 66.12
806 820 27.27
544 885 16.58
204 991 43.54
597 266 32.68
338 228 30.21
163 801 16.23
314 971 95.35
825 36 3.79
656 585 33.01
779 245 10.87
448 403 58.01
313 299 3.37
968 503 72.40
471 452 35.64
611 791 46.99
918 954 12.60
708 621 85.24
611 798 50.80
804 454 42.44
185 585 97.21
134 386 20.14
255 699 33.24
262 668 24.09
612 491 62.23
228 102 39.43
425 20 36.14
423 80 6.77
744 692 36.38
102 848 20.83
396 385 30.69
288 871 32.09
936 127 51.29
531 741 4.87
981 353 34.37
236 933 72.47
282 359 49.40
987 782 79.37
312 527 58.73
436 629 89.28
367 377 5.02
883 18 13.83
137 954 73.72
738 837 88.06
360 170 29.25
824 407 30.92
39 41 40.08
977 28 68.31
996 341 1.87
707 777 88.53
619 496 72.76
916 731 50.75
84 868 41.65
732 959 77.69
120 671 82.97
862 495 19.72
889 886 25.36
923 864 36.04
91 860 57.53
787 920 26.21
111 891 60.91
517 807 92.31
293 243 52.50
23 327 90.77
942 448 12.98
32 662 50.50
528 551 76.80
66 474 41.29
985 565 22.33
892 352 77.64
929 816 97.50
815 685 85.94
432 979 55.78
917 354 79.74
714 297 46.88
181 681 84.45
496 209 24.37
698 628 4.71
763 613 92.80
41 505 91.49
591 787 88.33
32 954 56.07
632 386 44.47
476 655 94.17
999 721 83.85
322 255 95.50
307 751 48.82
843 449 67.18
205 565 86.61
484 606 64.65
468 550 26.52
620 934 32.11
458 567 73.74
978 395 4.92
501 746 14.40
25 68 15.17
230 375 56.72
997 218 16.85
39 775 34.87
47 259 33.08
912 728 88.14
564 348 98.55
522 158 50.24
514 137 97.00
513 990 20.57
234 368 64.82
562 598 16.21
290 947 96.10
819 339 11.19
265 386 51.29
317 650 9.89
272 566 73.31
161 88 98.63
617 602 30.32
820 467 60.54
769 54 74.14
138 616 66.62
882 258 85.81
196 429 98.88
285 694 92.44
985 12 31.14
414 636 39.50
543 797 49.63
830 766 35.27
255 586 99.34
22 707 57.25
805 197 22.15
890 431 49.76
923 979 56.94
295 264 77.56
405 601 44.69
165 15 45.48
491 558 78.48
257 741 93.91
625 996 88.79
813 18 82.68
406 175 40.39
616 65 76.14
437 341 87.02
335 636 83.22
279 42 16.04
236 559 92.37
180 403 87.53
922 660 99.13
77 638 57.50
523 803 22.18
27 209 66.30
81 178 57.48
213 615 80.55
677 950 35.37
756 581 13.38
437 817 44.72
486 350 68.89
445 272 35.50
145 701 77.84
193 576 96.23
259 604 47.94
500 685 53.10
510 250 61.47
862 279 30.00
850 36 35.23
232 825 21.86
525 663 34.37
870 108 51.23
579 605 66.36
926 798 68.55
724 57 40.48
435 909 21.55
973 772 86.89
477 634 25.54
932 484 18.70
320 68 81.43
525 593 8.10
81 815 83.24
260 746 8.97
789 672 39.79
247 748 97.90
660 184 50.58
759 509 53.32
460 338 86.67
440 622 86.00
809 942 63.68
355 468 63.44
564 901 54.16
234 161 70.34
510 303 89.83
584 902 9.85
67 562 75.34
812 321 41.40
977 781 67.49
128 574 83.62
115 383 25.01
522 90 11.54
523 654 76.56
43 889 72.32
957 751 64.18
896 335 20.68
584 754 80.30
807 567 65.61
892 896 62.48
963 377 95.45
8 492 83.24
996 15 7.27
804 890 72.66
865 933 64.62
440 242 90.14
669 491 89.01
801 427 59.12
847 586 50.07
214 478 15.16
67 793 40.09
494 802 11.84
656 150 92.09
908 307 46.27
815 524 26.55
314 964 3.26
565 634 65.23
502 787 23.32
194 634 50.86
157 848 89.25
17 268 6.98
253 762 84.67
686 419 49.33
134 679 10.49
472 494 43.72
95 161 22.33
313 726 9.51
373 580 24.91
861 127 48.86
287 284 46.96
191 653 80.67
889 259 46.46
389 945 26.56
744 80 27.24
405 552 21.17
591 0 71.95
446 665 70.75
934 38 6.56
210 251 36.51
119 538 11.66
581 730 45.18
311 619 77.16
804 361 19.44
67 105 62.12
362 862 52.45
152 806 15.98
454 252 53.98
483 186 32.67
444 748 73.37
884 220 27.96
608 801 83.67
986 113 48.50
975 269 6.11
910 688 4.83
276 51 54.15
195 555 97.79
818 9 58.08
754 844 42.53
81 640 75.05
11 524 5.50
479 133 77.85
30 471 74.77
552 799 41.71
435 709 4.24
775 337 87.59
977 885 14.95
338 703 55.26
302 458 80.27
453 891 95.53
705 254 37.56
176 85 16.02
801 467 75.08
891 19 92.91
250 454 87.96
650 229 22.34
452 559 46.49
810 249 76.40
529 903 66.04
740 357 47.09
944 414 91.92
25 942 29.49
238 744 41.46
275 635 76.34
111 238 40.23
656 888 35.96
243 692 17.67
362 502 82.16
537 383 88.50
522 124 78.22
398 420 26.37
880 797 36.45
448 36 86.32
835 311 51.74
889 423 72.42
102 431 52.60
545 26 78.87
898 389 66.18
853 278 68.80
711 801 66.98
278 199 56.26
259 432 73.21
182 232 33.83
202 67 12.22
209 308 1.29
454 411 88.00
587 308 95.68
764 206 69.84
444 411 85.87
860 474 10.81
751 752 88.76
63 363 14.64
525 546 14.95
22 100 31.14
535 661 39.54
471 115 79.40
839 702 86.65
585 466 77.98
72 263 35.54
837 475 46.84
404 578 90.09
522 642 91.68
72 519 87.05
854 893 62.51
55 429 68.81
212 900 78.36
133 91 43.76
361 28 42.88
796 452 41.91
347 290 9.63
20 46 12.02
797 568 5.36
938 992 61.85
977 198 16.31
116 253 77.97
268 465 49.11
535 598 16.74
504 960 75.55
644 108 96.36
46 455 65.05
276 827 90.43
84 977 62.26
886 915 93.18
559 245 98.14
125 713 8.28
473 982 60.14
721 869 35.12
764 726 18.87
484 370 88.36
9 768 80.14
175 44 40.04
388 480 57.17
520 718 24.19
293 629 27.16
615 107 28.59
543 580 96.28
584 653 10.59
575 417 12.28
231 254 44.25
995 615 48.39
214 790 33.33
965 530 10.09
341 51 82.04
337 696 13.01
225 663 16.33
827 206 69.94
763 142 23.98
569 718 92.17
100 301 52.06
354 296 98.02
24 510 96.08
90 828 36.69
341 169 80.09
959 858 21.47
910 84 56.96
616 911 94.85
902 27 95.27
545 948 92.35
605 48 4.96
920 402 19.45
201 778 16.97
625 221 36.55
580 562 35.38
937 873 36.63
991 783 66.49
60 399 53.53
335 653 93.03
753 198 95.58
241 804 72.47
30 76 66.94
115 277 27.37
63 255 85.09
838 187 51.20
487 124 6.72
643 467 62.68
234 527 36.40
737 215 95.83
619 968 65.93
449 210 37.89
680 592 62.75
665 708 39.54
428 123 63.34
765 313 70.84
664 801 42.13
788 796 96.69
48 30 92.47
708 120 24.32
373 91 85.51
588 541 70.39
608 573 81.94
55 238 39.59
780 18 58.32
112 783 74.68
631 799 24.05
275 588 41.07
738 988 92.21
80 48 32.01
638 421 51.50
516 362 47.26
956 322 90.75
988 377 49.92
729 510 50.13
944 622 76.48
121 254 80.15
803 881 66.89
929 971 98.36
438 51 11.96
66 41 1.53
138 557 33.00
751 513 44.25
289 502 97.04
417 583 31.90
212 527 10.18
142 1 2.73
871 804 50.66
189 734 51.68
847 172 97.24
553 590 12.67
33 729 80.47
227 832 73.04
391 122 71.32
285 539 14.89
688 103 60.08
66 245 82.56
50 117 6.41
267 658 69.67
455 857 66.57
343 762 28.10
976 796 4.78
814 375 42.87
870 767 34.10
780 404 27.41
273 444 71.92
646 863 45.11
667 265 26.13
845 533 80.87
109 988 9.69
897 683 21.55
276 659 17.98
735 826 30.99
379 48 4.81
145 829 35.50
803 454 54.94
916 100 72.32
274 120 89.38
454 317 56.77
939 427 25.16
634 676 90.81
443 952 67.38
48 40 34.34
28 419 63.73
128 565 27.88
983 720 39.65
931 636 59.14
94 262 68.90
523 716 74.34
484 8 45.14
786 994 46.86
124 437 7.59
473 485 30.14
648 865 57.36
223 345 23.35
628 329 53.51
839 260 20.77
798 707 68.24
572 979 3.33
580 155 2.62
926 359 91.73
363 516 49.22
200 713 40.04
66 682 93.60
763 215 75.04
92 469 95.12
705 62 74.35
412 566 22.48
642 139 43.95
708 71 10.57
913 998 23.04
594 713 42.10
748 914 90.30
254 332 95.86
984 95 24.77
693 188 6.19
890 245 7.38
589 657 75.80
518 299 67.26
778 359 22.74
193 625 78.15
967 219 88.84
610 320 42.58
967 574 89.58
653 910 51.27
259 604 48.81
334 846 62.03
472 435 99.77
528 305 90.21
723 435 35.69
341 628 36.82
310 947 85.34
992 558 31.46
940 525 13.22
868 530 24.24
595 790 39.53
511 476 54.23
23 948 42.69
193 476 26.38
13 551 48.26
193 245 18.90
350 555 59.32
727 899 12.64
423 839 67.16
46 59 20.73
580 6 95.14
69 869 97.56
53 893 34.37
175 438 79.37
603 451 1.82
465 997 21.47
308 347 17.45
450 74 77.63
150 850 45.57
727 896 9.87
834 828 20.78
84 898 27.12
810 951 89.90
484 126 10.92
987 81 77.36
42 899 26.93
341 559 93.44
548 9 64.23
5 511 68.75
654 238 20.22
361 424 40.89
75 508 70.29
659 670 62.66
487 155 59.68
754 494 86.74
824 888 92.09
891 230 93.65
657 130 50.73
850 487 73.96
893 141 31.52
833 855 42.13
601 930 1.92
619 941 7.46
588 429 92.10
387 535 37.22
268 711 41.65
48 602 26.85
387 611 9.27
735 814 65.54
946 707 42.24
395 540 47.23
621 141 1.29
355 112 29.55
759 52 22.89
671 440 90.25
77 60 10.98
723 109 9.01
600 496 77.79
958 584 82.55
156 882 91.03
496 278 23.46
690 251 18.71
167 606 47.09
938 365 71.24
137 36 50.84
224 465 71.62
21 189 26.69
773 789 8.70
488 99 67.36
17 256 77.64
901 752 70.06
30 794 85.75
301 314 26.64
684 252 97.16
471 389 91.43
51 965 45.67
339 987 99.53
440 112 80.86
37 600 96.92
219 617 14.26
635 870 72.10
681 901 19.68
978 554 55.29
881 238 9.46
501 61 3.10
510 112 26.46
985 803 89.50
0 243 2.24
157 281 39.46
413 852 84.73
925 487 30.07
541 520 95.95
951 498 3.07
28 379 94.52
356 232 44.53
426 743 1.95
462 80 37.39
836 80 77.56
323 589 31.14
409 2 63.50
465 279 53.28
391 820 69.53
570 124 98.02
303 152 65.37
626 508 67.76
362 935 96.60
211 749 97.57
864 585 70.21
112 908 94.38
641 670 68.00
374 487 4.33
594 878 73.47
686 800 96.11
276 455 27.54
597 433 74.21
798 795 40.23
95 7 50.05
471 223 93.18
280 335 71.86
679 328 24.55
432 54 34.97
464 648 33.21
317 686 15.21
646 962 82.04
479 911 30.23
469 709 2.29
97 156 98.20
123 980 57.33
86 612 55.24
309 291 23.09
203 723 23.36
583 188 9.34
546 857 49.57
308 856 43.05
878 335 54.15
880 156 50.65
30 254 29.13
539 729 86.17
623 167 92.99
42 476 43.96
141 31 6.09
646 967 81.70
799 513 46.26
638 821 93.90
143 51 53.14
207 932 96.20
685 314 64.30
319 854 6.50
285 477 14.96
863 872 61.57
733 365 70.87
679 12 76.81
164 811 12.62
507 802 90.51
58 945 94.50
297 505 53.83
692 190 68.79
693 509 38.58
423 794 19.52
320 9 65.86
693 743 1.68
450 774 47.36
174 290 13.22
